id,movie_name,time,year,nation,director,company,grade,actor1,actor2,actor3,poster_url,link_url,user_rating,genre_id
25,트로이,136,20040521,미국,볼프강 페터젠,플랜 비 엔터테인먼트,15세관람가,24,423,763,https://ssl.pstatic.net/imgmovie/mdi/mit110/1810/181031_P01_150303.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181031,3.56,9
26,블러디 선데이,110,20040618,영국,폴 그린그래스,보드스캐넌에이린,12세관람가,25,424,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103214,0,4
27,내 여자친구를 소개합니다,118,20040603,한국,곽재용,(주)아이필름홀딩스,15세관람가,26,425,556,https://ssl.pstatic.net/imgmovie/mdi/mit110/0373/C7397-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37397,6.29,5
28,귀신이 산다,123,20040917,한국,김상진,(주)시네마서비스,12세관람가,27,426,112,https://ssl.pstatic.net/imgmovie/mdi/mit110/0382/C8254-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38254,6.78,16
29,꽃피는 봄이 오면,128,20040923,한국,류장하,(주)씨즈엔터테인먼트,12세관람가,6,427,764,https://ssl.pstatic.net/imgmovie/mdi/mit110/1346/134635_P00_161937.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134635,10,4
30,가족,95,20040903,한국,이정철,튜브픽쳐스(주),15세관람가,28,101,765,https://ssl.pstatic.net/imgmovie/mdi/mit110/1842/184255_P01_113000.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184255,0,4
31,슈퍼스타 감사용,115,20040917,한국,김종현,(주)싸이더스,전체관람가,29,291,547,https://ssl.pstatic.net/imgmovie/mdi/mit110/0379/C7929-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37929,9.04,4
32,빌리지,108,20040924,미국,M. 나이트 샤말란,터치스톤 픽처스,12세관람가,30,353,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1849/184994_P01_143405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184994,0,2
33,맨 온 파이어,147,20040924,미국,토니 스콧,폭스2000픽처스,15세관람가,31,308,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0385/C8574-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38574,8.85,13
34,80일간의 세계 일주,90,20040917,미국,프랑코 코라시,(주)쇼박스,,32,428,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0360/C6053-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36053,7.17,16
35,연인,119,20040910,중국,장예모,에드코필름,12세관람가,33,429,102,https://ssl.pstatic.net/imgmovie/mdi/mit110/1807/180792_P00_180020.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180792,0,5
36,스텝포드 와이프,93,20041001,미국,프랭크 오즈,스캇 루딘 프로덕션,15세관람가,34,238,766,https://ssl.pstatic.net/imgmovie/mdi/mit110/0387/C8799-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38799,7.37,16
37,캣우먼,105,20040924,미국,피토프,워너브러더스사㈜,12세관람가,15,430,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/C8451-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38451,5.51,13
38,알렉산더,175,20041231,미국,올리버 스톤,워너브러더스사㈜,15세관람가,35,52,767,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184070,0,15
39,하울의 움직이는 성,119,20041223,일본,미야자키 하야오,지브리 스튜디오,전체관람가,36,431,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0396/39640_P32_175320.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39640,9.1,12
40,내셔널 트레져,130,20041231,미국,존 터틀타웁,터치스톤 픽처스,12세관람가,24,130,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1546/154629_P01_143549.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154629,5.5,13
41,신석기 블루스,110,20041230,한국,김도혁,㈜팝콘필름,15세관람가,37,432,768,https://ssl.pstatic.net/imgmovie/mdi/mit110/0389/C8923-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38923,6.18,16
42,인크레더블,115,20041215,미국,브래드 버드,월트 디즈니 픽쳐스,전체관람가,38,433,263,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136990_P27_140604.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136990,9.23,12
43,오페라의 유령,141,20041208,미국,조엘 슈마허,워너 브러더스 픽쳐스,12세관람가,39,434,621,https://ssl.pstatic.net/imgmovie/mdi/mit110/1559/155984_P01_151956.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155984,0,6
44,폴라 익스프레스,100,20041223,미국,로버트 저메키스,캐슬 락 엔터테인먼트,전체관람가,40,435,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0388/C8882-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38882,8.78,12
45,역도산,137,20041215,한국,송해성,(주)싸이더스,12세관람가,1,436,769,https://ssl.pstatic.net/imgmovie/mdi/mit110/0385/C8510-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38510,6.39,4
46,브리짓 존스의 일기2 : 열정과 애정,107,20041208,영국,비번 키드론,워킹 타이틀 필름,15세관람가,41,4,589,https://ssl.pstatic.net/imgmovie/mdi/mit110/0389/C8906-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38906,8.21,5
47,블레이드 3,112,20041215,미국,데이빗 S. 고이어,뉴라인 시네마,18세관람가,42,375,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1074/107454_P01_110533.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107454,7,13
48,주먹이 운다(Crying Fist),134,20050401,한국,류승완,(주)브라보엔터테인먼트,15세관람가,6,94,770,https://ssl.pstatic.net/imgmovie/mdi/mit110/0393/C9399-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39399,8.88,4
49,달콤한 인생,120,20050401,한국,김지운,(주)영화사봄,18세관람가,43,127,149,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158681_P01_115800.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158681,0,13
50,마파도,107,20050310,한국,추창민,코리아 엔터테인먼트,15세관람가,44,437,602,https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/F2566-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62566,6.08,16
51,잠복근무,111,20050317,한국,박광춘,(주)마인엔터테인먼트,15세관람가,45,291,7,https://ssl.pstatic.net/imgmovie/mdi/mit110/0729/72959_P00_102500.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72959,6.42,16
52,미스 에이전트2 : 라스베가스 잠입사건,115,20050401,미국,존 파스킨,캐슬 락 엔터테인먼트,12세관람가,46,438,771,https://ssl.pstatic.net/imgmovie/mdi/mit110/0400/D0064-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40064,6.72,13
53,밀리언 달러 베이비,132,20050310,미국,클린트 이스트우드,워너 브러더스 픽쳐스,12세이상관람가,47,176,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/39809_P40_135055.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39809,8.98,4
54,"지금, 만나러 갑니다",118,20050325,일본,도이 노부히로,도호쿠신샤,12세관람가,48,439,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1682/168298_P26_135156.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168298,8.72,4
55,유희왕,86,20100128,일본,츠지 하츠키,포키즈엔터테인먼트,전체관람가,49,440,772,https://ssl.pstatic.net/imgmovie/mdi/mit110/1501/150117_P11_103027.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=150117,8.9,12
56,Mr.히치: 당신을 위한 데이트 코치,118,20050311,미국,앤디 테넌트,오버브룩 엔터테인먼트,12세관람가,50,441,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0400/D0034-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40034,8.34,5
57,호스티지,113,20050318,미국,플로렝 에밀리오 시리,미라맥스 필름즈,15세관람가,51,183,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1565/156597_P01_121454.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156597,0,11
58,미스터 & 미세스 스미스,120,20050616,미국,더그 라이만,뉴리전시 픽쳐스,15세관람가,52,274,475,https://ssl.pstatic.net/imgmovie/mdi/mit110/1832/183202_P01_175623.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183202,0,5
59,분홍신,103,20050630,한국,김용균,청년필름(주),15세관람가,53,442,773,https://ssl.pstatic.net/imgmovie/mdi/mit110/1442/144295_P00_155741.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144295,0,2
60,배트맨 비긴즈,134,20050624,미국,크리스토퍼 놀란,워너 브러더스 픽쳐스,12세관람가,54,179,774,https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/62586_P141_104552.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62586,9.33,8
61,씬 시티,125,20050630,미국,프랭크 밀러,디멘션 필름즈,18세관람가,55,418,183,https://ssl.pstatic.net/imgmovie/mdi/mit110/0457/45715_P22_151433.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45715,6.71,8
62,셔터,97,20050630,태국,팍품 웡품,GMM픽처스,15세관람가,56,443,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1796/179674_P01_111627.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179674,0,2
63,연애의 목적,121,20050610,한국,한재림,(주)싸이더스,18세관람가,57,233,775,https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9863-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39863,8.15,4
64,사하라,127,20050624,미국,브렉 에이즈너,브리스톨베이프로덕션즈,12세관람가,58,316,316,https://ssl.pstatic.net/imgmovie/mdi/mit110/1596/159669_P01_112034.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159669,9,13
65,간 큰 가족,102,20050609,한국,조명남,(주)두사부필름,12세관람가,59,44,159,https://ssl.pstatic.net/imgmovie/mdi/mit110/0396/C9675-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39675,6.86,16
66,아미티빌 호러,89,20050701,미국,앤드류 더글라스,디멘션 필름즈,15세관람가,60,375,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1032/103237_P01_141350.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103237,8.5,2
67,에로스,108,20050630,미국,왕가위,판당고,18세관람가,61,444,189,https://ssl.pstatic.net/imgmovie/mdi/mit110/1811/181130_P01_162929.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181130,0,4
68,너는 내 운명,121,20050923,한국,박진표,(주)영화사봄,18세관람가,19,12,152,https://ssl.pstatic.net/imgmovie/mdi/mit110/1127/112742_P01_114842.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112742,0,5
69,가문의 위기(가문의 영광2),115,20050907,한국,정용기,(주)태원엔터테인먼트,15세관람가,62,44,463,https://ssl.pstatic.net/imgmovie/mdi/mit110/0414/D1438-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41438,6.28,16
70,강력 3반,111,20050929,한국,손희창,(주)씨네넷,15세관람가,63,445,776,https://ssl.pstatic.net/imgmovie/mdi/mit110/0413/D1399-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=41399,6.48,13
71,미스터 주부퀴즈왕,107,20050930,한국,유선동,폴스타엔터테인먼트,12세관람가,64,446,267,https://ssl.pstatic.net/imgmovie/mdi/mit110/0408/D0887-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40887,7.96,16
72,찰리와 초콜릿 공장,114,20050916,미국,팀 버튼,빌리지 로드쇼 픽쳐스,전체관람가,65,119,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9846-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39846,8.76,16
73,칠검,118,20050929,홍콩,서극,중국전영합작제편공사,15세관람가,66,447,777,https://ssl.pstatic.net/imgmovie/mdi/mit110/0782/78295_P03_112118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78295,7.09,13
74,웰컴 투 동막골,133,20050804,한국,박광현,필름있수다,12세관람가,67,155,57,https://ssl.pstatic.net/imgmovie/mdi/mit110/0394/39405_P01_231629.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39405,8.91,15
75,사랑니,115,20050929,한국,정지우,(주)시네마서비스,15세관람가,68,448,232,https://ssl.pstatic.net/imgmovie/mdi/mit110/1162/116275_P01_175916.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116275,0,5
76,보글보글 스폰지밥,87,20050930,미국,스티븐 힐렌버그,니켈로던 무비즈,전체관람가,69,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0396/39676_P00_152859.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39676,8.72,12
77,신데렐라맨,144,20050915,미국,론 하워드,터치스톤 픽쳐스,전체관람가,41,213,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0529/E2954-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52954,7.44,4
78,왕의 남자,119,20051229,한국,이준익,(주)씨네월드,15세이상관람가,59,449,154,https://ssl.pstatic.net/imgmovie/mdi/mit110/1585/158599_P03_160952.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158599,0,4
79,"나니아 연대기-사자,마녀 그리고 옷장",139,20051229,미국,앤드류 아담슨,월트 디즈니 픽쳐스,전체관람가,70,450,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0399/C9907-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39907,7.3,1
80,킹콩,186,20051214,미국,피터 잭슨,유니버셜 픽쳐스,15세관람가,71,200,778,https://ssl.pstatic.net/imgmovie/mdi/mit110/1209/120969_P00_132843.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120969,0,4
81,태풍,125,20051214,한국,곽경택,씨제이엔터테인먼트,15세관람가,72,45,268,https://ssl.pstatic.net/imgmovie/mdi/mit110/1465/146548_P31_112950.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146548,8.61,4
82,작업의 정석,100,20051221,한국,오기환,영화사청어람(주),15세관람가,73,451,779,https://ssl.pstatic.net/imgmovie/mdi/mit110/0396/C9652-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39652,6.51,16
83,청연,133,20051229,한국,윤종찬,코리아픽쳐스(주),12세관람가,74,16,27,https://ssl.pstatic.net/imgmovie/mdi/mit110/0345/C4569-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=34569,7.6,4
84,해리포터와 불의 잔,156,20051201,미국,마이크 뉴웰,워너 브러더스 픽쳐스,전체관람가,75,361,780,https://ssl.pstatic.net/imgmovie/mdi/mit110/0378/C7883-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37883,7.95,17
85,파랑주의보,95,20051222,한국,전윤수,(주)아이필름홀딩스,12세관람가,76,162,781,https://ssl.pstatic.net/imgmovie/mdi/mit110/0855/85533_P01_111443.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85533,0,4
86,빅 화이트,104,20051229,미국,마크 미로드,씨제이엔터테인먼트,15세관람가,77,38,708,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68632,0,16
87,청춘만화,116,20060323,한국,이한,㈜팝콘필름,12세관람가,78,22,782,https://ssl.pstatic.net/imgmovie/mdi/mit110/0433/D3368-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43368,6.2,16
88,뻔뻔한 딕&제인,90,20060330,미국,딘 패리소트,소니 픽쳐스 엔터테인먼트,12세관람가,79,452,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0388/C8880-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38880,7.67,16
89,원초적 본능 2,113,20060330,미국,마이클 카튼-존스,C-2 픽쳐스,18세관람가,80,453,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0524/52453_P78_101300.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52453,6.22,11
90,오만과 편견,128,20060324,미국,조 라이트,워킹 타이틀 필름,12세관람가,81,454,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0875/87585_P27_105921.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=87585,6.33,5
91,방과후 옥상,103,20060316,한국,이석훈,씨네온엔터테인먼트(주),15세관람가,82,455,783,https://ssl.pstatic.net/imgmovie/mdi/mit110/0249/B4944-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24944,6.55,16
92,무인 곽원갑,105,20060323,중국,우인태,베이징 필름 스튜디오,12세관람가,83,439,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0578/E7897-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57897,8.29,13
93,카리스마 탈출기,100,20060330,한국,권남기,태창엔터테인먼트(주),15세관람가,84,219,784,https://ssl.pstatic.net/imgmovie/mdi/mit110/0428/D2864-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42864,4.75,16
94,시리아나,127,20060330,미국,스티븐 개건,워너 브러더스 픽쳐스,15세관람가,85,124,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/E2514-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52514,7.37,11
95,나나,114,20060330,일본,오타니 겐타로,티비에스,12세관람가,86,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1547/154708_P01_161846.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154708,0,4
96,브이 포 벤데타,132,20060316,미국,제임스 맥티그,실버 픽쳐스,15세관람가,87,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0432/D3208-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43208,9.02,13
97,수퍼맨 리턴즈,153,20060628,미국,브라이언 싱어,워너 브러더스 픽쳐스,전체관람가,88,456,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0401/D0177-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40177,6.88,18
98,아랑,97,20060628,한국,안상훈,㈜더드림앤드픽쳐스,15세관람가,89,457,785,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149108_P01_141340.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149108,0,2
99,비열한 거리,141,20060615,한국,유하,(주)싸이더스,18세관람가,90,458,45,https://ssl.pstatic.net/imgmovie/mdi/mit110/1165/116577_P10_150756.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116577,5.71,13
100,엑스맨 : 최후의 전쟁,103,20060615,미국,브렛 래트너,이십세기폭스필름코퍼레이션,12세관람가,91,15,605,https://ssl.pstatic.net/imgmovie/mdi/mit110/0439/D3995-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43995,7.47,18
101,럭키 넘버 슬레븐,105,20060622,미국,폴 맥기건,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,92,183,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0474/D7401-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47401,8.21,11
102,강적,118,20060622,한국,조민호,(주)미로비젼,15세관람가,93,459,786,https://ssl.pstatic.net/imgmovie/mdi/mit110/1302/130211_P01_171315.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130211,9,13
103,아치와 씨팍,90,20060628,한국,조범진,제이팀스튜디오(주),18세관람가,94,132,787,https://ssl.pstatic.net/imgmovie/mdi/mit110/0324/C2470-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32470,7.57,12
104,착신아리 파이널,103,20060622,일본,아소 마나부,씨제이엔터테인먼트,15세관람가,95,460,492,https://ssl.pstatic.net/imgmovie/mdi/mit110/0583/E8387-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58387,3.84,2
105,하프 라이트,105,20060628,미국,크레이그 로젠버그,레이크쇼어 엔터테인먼트,15세관람가,96,461,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1747/174790_P01_173635.jpeg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174790,0,11
106,포세이돈,98,20060531,미국,볼프강 페터젠,워너 브러더스 픽쳐스,12세관람가,97,462,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1234/123448_P06_154913.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123448,3.91,13
107,타짜,139,20060928,한국,최동훈,(주)영화사참,18세관람가,98,53,788,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96951_P02_144524.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96951,8.12,4
108,가문의 부활 - 가문의 영광3,128,20060921,한국,정용기,(주)태원엔터테인먼트,15세관람가,62,463,44,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7729-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57729,3.97,16
109,우리들의 행복한 시간,120,20060914,한국,송해성,(주)엘제이필름,15세관람가,99,20,789,https://ssl.pstatic.net/imgmovie/mdi/mit110/1003/100364_P01_184157.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100364,0,4
110,라디오 스타,115,20060928,한국,이준익,(주)영화사아침,12세관람가,93,345,790,https://ssl.pstatic.net/imgmovie/mdi/mit110/0917/91796_P01_164300.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91796,3.43,4
111,BB프로젝트,108,20060928,홍콩,진목승,브에나비스타인터내셔널코리아,12세관람가,32,464,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0627/F2742-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62742,8.53,13
112,잘 살아보세,120,20060928,한국,안진우,(주)굿플레이어,12세관람가,68,29,791,https://ssl.pstatic.net/imgmovie/mdi/mit110/1366/136662_P01_143141.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136662,4.5,16
113,앤트 불리,88,20060928,미국,존 A. 데이비스,워너 브러더스 픽쳐스,전체관람가,100,130,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0626/F2626-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62626,8.3,12
114,구미호 가족,102,20060928,한국,이형곤,(주)엠케이픽처스,15세관람가,101,182,792,https://ssl.pstatic.net/imgmovie/mdi/mit110/0463/D6330-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46330,5.51,16
115,야연,112,20060921,중국,펑샤오강,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,102,465,793,https://ssl.pstatic.net/imgmovie/mdi/mit110/0629/F2960-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62960,6.95,9
116,귀향,120,20060921,스페인,페드로 알모도바르,까날 플러스,15세관람가,58,466,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167108_P02_113945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167108,7.85,4
117,박물관이 살아있다!,108,20061221,미국,숀 레비,이십세기폭스필름코퍼레이션,전체관람가,103,77,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180002_P10_095902.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180002,7.56,16
118,미녀는 괴로워,120,20061214,한국,김용화,리얼라이즈픽쳐스(주),12세이상관람가,104,123,794,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164989,0,5
119,조폭마누라3,115,20061228,한국,조진규,(주)쇼박스,15세이상관람가,105,29,795,https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/C9756-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39756,7.54,13
120,중천,102,20061221,한국,조동오,(주)나비픽처스,12세이상관람가,106,467,796,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4008-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44008,5.6,13
121,007 카지노 로얄,145,20061221,미국,마틴 캠벨,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,107,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0421/D2117-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42117,8.04,13
122,올드미스다이어리,108,20061221,한국,김석윤,(주)싸이더스,12세이상관람가,108,468,797,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7794-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57794,8.57,16
123,해피 피트,108,20061221,미국,조지 밀러,빌리지 로드쇼 픽쳐스,전체관람가,77,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77117_P07_161704.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77117,8.99,12
124,로맨틱 홀리데이,135,20061214,미국,낸시 마이어스,UIP코리아,15세이상관람가,109,469,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4126-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64126,8.65,16
125,수면의 과학,106,20061221,프랑스,미셸 공드리,퍼티잔,15세이상관람가,110,470,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0443/44354_P57_163427.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44354,7.95,16
126,미스 리틀 선샤인,102,20061221,미국,조나단 데이턴,빅비치필름즈,15세이상관람가,111,471,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0605/F0530-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60530,8.97,16
127,이장과 군수,113,20070329,한국,장규성,(주)싸이더스,12세이상관람가,112,154,27,https://ssl.pstatic.net/imgmovie/mdi/mit110/1161/116106_P01_120405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116106,6.5,16
128,300,116,20070314,미국,잭 스나이더,워너 브러더스 픽쳐스,청소년관람불가,39,300,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1839/183965_P01_165051.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183965,0,13
129,향수 : 어느 살인자의 이야기,146,20070322,영국,톰 티크베어,(주)누리픽쳐스,15세이상관람가,113,146,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52553_P43_112309.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52553,8.28,4
130,넘버23,98,20070322,미국,조엘 슈마허,뉴라인 시네마,15세이상관람가,79,472,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0657/F5723-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65723,6.72,11
131,뷰티풀 선데이,117,20070329,한국,진광교,시네라인투(주),청소년관람불가,114,473,27,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2233-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62233,7.38,11
132,블랙북,134,20070329,네덜란드,폴 버호벤,(주)프라임엔터테인먼트,청소년관람불가,115,474,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0610/F1095-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61095,8.84,4
133,브레이크 업 : 이별후애(愛),105,20070322,미국,페이튼 리드,유니버셜 픽쳐스,15세관람가,14,475,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0604/F0486-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60486,7.34,16
