id,movie_name,time,year,nation,director,company,grade,actor1,actor2,actor3,poster_url,link_url,user_rating,genre_id
134,그 여자 작사 그 남자 작곡,103,20070228,미국,마크 로렌스,캐슬 락 엔터테인먼트,12세이상관람가,4,476,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0947/94737_P01_102139.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94737,9,5
135,빼꼼의 머그잔 여행,76,20070322,한국,임아론,(합)알지애니메이션스튜디오,전체관람가,116,477,293,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/F6150-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66150,7.96,4
136,수,122,20070322,한국,최양일,(주)트리쯔클럽,청소년관람불가,117,478,798,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185389_P00_103720.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185389,0,13
137,트랜스포머,135,20070628,미국,마이클 베이,드림웍스픽쳐스,12세이상관람가,118,479,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1236/123630_P39_100640.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123630,6.29,18
138,검은 집,103,20070621,한국,신태라,씨제이엔터테인먼트,청소년관람불가,72,12,799,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122566_P01_105956.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122566,5.33,11
139,슈렉3,92,20070606,미국,크리스 밀러,드림웍스 애니메이션,전체관람가,109,5,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0438/D3838-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43838,6.54,12
140,오션스 써틴,121,20070614,미국,스티븐 소더버그,워너브러더스 코리아(주),12세이상관람가,85,274,124,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7758-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57758,7.27,8
141,캐리비안의 해적: 세상의 끝에서,168,20070523,미국,고어 버빈스키,제리 브룩하이머 필름,12세이상관람가,119,423,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0436/D3679-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43679,8.21,13
142,4.4.4,94,20070620,미국,롤랑 조페,(주)쇼박스,청소년관람불가,120,480,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/F5296-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65296,4.44,8
143,황진이,141,20070606,한국,장윤현,(주)씨네이천,15세이상관람가,76,195,270,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144903_P01_165459.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144903,4,4
144,밀양,141,20070523,한국,이창동,파인하우스필름(주),15세이상관람가,19,196,800,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148854,0,4
145,씨노이블,84,20070628,미국,그레고리 다크,(주)미로비젼,청소년관람불가,121,481,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1209/120915_P01_151225.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120915,9.71,2
146,두 번째 사랑,104,20070621,한국,김진아,나우필름(주),청소년관람불가,122,482,801,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149149_P00_115851.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149149,7.75,4
147,사랑,104,20070919,한국,곽경택,(주)진인사필름,15세이상관람가,123,483,63,https://ssl.pstatic.net/imgmovie/mdi/mit110/1827/182777_P13_144610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182777,9.7,5
148,본 얼티메이텀,115,20070912,미국,폴 그린그래스,유니버셜 픽쳐스,12세이상관람가,124,484,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0590/59075_P48_111546.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=59075,9.25,13
149,권순분여사 납치사건,120,20070912,한국,김상진,(주)어나더썬데이,15세이상관람가,125,485,154,https://ssl.pstatic.net/imgmovie/mdi/mit110/0656/F5649-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65649,7.5,16
150,즐거운 인생,112,20070913,한국,이준익,(주)영화사아침,전체관람가,126,136,123,https://ssl.pstatic.net/imgmovie/mdi/mit110/1318/131859_P01_164754.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131859,0,4
151,상사부일체,110,20070919,한국,심승보,(주)두손시네마,15세이상관람가,10,486,802,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5058-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65058,3.25,16
152,인베이젼,93,20070920,미국,올리버 히르비겔,빌리지 로드쇼 픽쳐스,15세이상관람가,34,107,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1634/163471_P01_174702.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163471,0,18
153,두 얼굴의 여친,117,20070913,한국,이석훈,(주)화인웍스,15세이상관람가,82,487,455,https://ssl.pstatic.net/imgmovie/mdi/mit110/0655/F5532-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65532,8,5
154,마이 파더,105,20070906,한국,황동혁,시네라인투(주),15세이상관람가,127,488,803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183178_P01_170420.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183178,0,4
155,원스,86,20070920,아일랜드,존 카니,(주)제이앤씨미디어그룹,전체관람가,128,489,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172836_P01_103329.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172836,9.82,4
156,어머니는 죽지 않는다,93,20070912,한국,하명중,HMJ필름,12세이상관람가,129,490,804,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5063-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65063,8.06,1
157,황금 나침반,113,20071218,미국,크리스 웨이츠,뉴라인 시네마,전체관람가,107,34,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1257/125708_P11_152153.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125708,6.92,17
158,내셔널 트레져:비밀의 책,124,20071219,미국,존 터틀타웁,제리 브룩하이머 필름,12세이상관람가,130,491,24,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6746-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36746,7.96,13
159,기다리다 미쳐,108,20080101,한국,류승진,블루버스 픽쳐스,15세이상관람가,131,492,805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4195-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64195,7.37,5
160,색즉시공 시즌2,112,20071212,한국,윤태윤,(주)두사부필름,청소년관람불가,132,493,806,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2219-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62219,8.11,16
161,마고리엄의 장난감 백화점,93,20071224,미국,자크 헬름,㈜스튜디오이쩜영,전체관람가,133,146,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5000-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65000,5.14,1
162,P.S. 아이 러브 유,125,20080103,미국,리차드 라그라브네스,(주)쇼박스,15세이상관람가,47,39,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/F9099-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69099,8.35,5
163,나는 전설이다,97,20071212,미국,프란시스 로렌스,워너 브러더스 픽쳐스,12세이상관람가,50,494,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77143_P01_120610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77143,7.4,18
164,앨빈과 슈퍼밴드,91,20071219,미국,팀 힐,이십세기폭스필름코퍼레이션,전체관람가,134,495,584,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113301_P06_103056.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113301,8.29,16
165,어거스트 러쉬,113,20071129,미국,커스틴 쉐리단,사우스포우 엔터테인먼트,전체관람가,65,496,807,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/66158_P48_135633.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66158,9,4
166,아메리칸 갱스터,156,20071227,미국,리들리 스콧,유니버셜 픽쳐스,청소년관람불가,31,213,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0621/F2175-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62175,8.44,8
167,어웨이크,84,20080327,미국,조비 해롤드,(주)프라임엔터테인먼트,15세이상관람가,135,418,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1780/178031_P01_172226.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178031,0,11
168,추격자,123,20080214,한국,나홍진,(주)영화사비단길,청소년관람불가,136,122,808,https://ssl.pstatic.net/imgmovie/mdi/mit110/1681/168118_P09_141405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168118,5.4,8
169,천일의 스캔들,115,20080320,미국,저스틴 채드윅,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,133,362,763,https://ssl.pstatic.net/imgmovie/mdi/mit110/0618/F1845-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61845,8.17,9
170,숙명,123,20080320,한국,김해곤,엠케이디케이,청소년관람불가,137,78,203,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172164,0,4
171,스텝업 2 : 더 스트리트,97,20080313,미국,존 추,㈜스튜디오이쩜영,12세이상관람가,138,497,809,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5253-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45253,8.65,5
172,댄 인 러브,98,20080327,미국,피터 헤지스,씨제이엔터테인먼트,12세이상관람가,139,150,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0693/F9339-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69339,8.24,16
173,"10,000 BC",109,20080313,미국,롤랜드 에머리히,워너브러더스 코리아(주),15세이상관람가,140,498,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0686/F8686-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68686,5.41,14
174,데스 디파잉:어느 마술사의 사랑,96,20080327,영국,질리안 암스트롱,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,141,252,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0642/F4225-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64225,5.25,4
175,어메이징 그레이스,118,20080320,미국,마이클 앱티드,이십세기폭스코리아(주),전체관람가,142,499,810,https://ssl.pstatic.net/imgmovie/mdi/mit110/1460/146068_P02_155424.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146068,10,9
176,워터호스,111,20080320,미국,제이 러셀,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,143,500,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0658/F5877-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65877,8.13,14
177,원티드,110,20080626,미국,티무르 베크맘베토브,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,144,52,811,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185376_P01_161233.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185376,0,11
178,강철중: 공공의 적 1-1,127,20080619,한국,강우석,(주)시네마서비스글로벌,15세이상관람가,1,155,812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0682/F8217-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68217,8.53,4
179,크로싱,112,20080626,한국,김태균,(주)캠프비,12세이상관람가,145,501,813,https://ssl.pstatic.net/imgmovie/mdi/mit110/1795/179540_P01_143111.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179540,0,4
180,쿵푸 팬더,92,20080605,미국,마크 오스본,씨제이엔터테인먼트,전체관람가,146,502,71,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97692_P29_155613.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97692,8.62,12
181,섹스 앤 더 시티,143,20080605,미국,마이클 패트릭 킹,에스케이텔레콤(주),청소년관람불가,147,503,814,https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53084_P67_114529.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53084,7.75,5
182,인크레더블 헐크,113,20080612,미국,루이스 리테리어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,148,504,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/F2560-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62560,8.29,13
183,무림여대생,115,20080626,한국,곽재용,포도필름,15세이상관람가,149,505,815,https://ssl.pstatic.net/imgmovie/mdi/mit110/0456/D5668-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45668,4.77,5
184,겟 스마트,110,20080619,미국,피터 시걸,워너브러더스 코리아(주),12세이상관람가,150,321,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73550,10,8
185,21,122,20080619,미국,로버트 루케틱,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,151,456,816,https://ssl.pstatic.net/imgmovie/mdi/mit110/1760/176092_P01_173607.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176092,0,8
186,걸스카우트,99,20080605,한국,김상만,(주)보경사,15세이상관람가,152,7,664,https://ssl.pstatic.net/imgmovie/mdi/mit110/0660/F6025-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66025,5.91,4
187,맘마미아!,108,20080903,미국,필리다 로이드,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,153,197,217,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,8.97,5
188,트럭,96,20080925,한국,권형진,(주)싸이더스,청소년관람불가,154,506,817,https://ssl.pstatic.net/imgmovie/mdi/mit110/1698/169844_P01_174444.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169844,0,8
189,신기전,134,20080904,한국,김유진,(주)시네마서비스글로벌,15세이상관람가,155,507,345,https://ssl.pstatic.net/imgmovie/mdi/mit110/0638/F3824-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63824,8.29,9
190,멋진 하루,123,20080925,한국,이윤기,(주)스폰지이엔티,12세이상관람가,19,122,818,https://ssl.pstatic.net/imgmovie/mdi/mit110/1656/165697_P01_170113.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165697,0,4
191,영화는 영화다,112,20080911,한국,장훈,(주)김기덕 필름,청소년관람불가,156,251,819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1832/183275_P14_113806.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183275,10,13
192,고고 70,118,20081003,한국,최호,(주)보경사,15세이상관람가,157,98,149,https://ssl.pstatic.net/imgmovie/mdi/mit110/0692/F9299-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69299,8,4
193,헬보이 2 : 골든 아미,119,20080925,미국,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,158,508,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/F5213-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65213,8,18
194,울학교 이티,120,20080911,한국,박광춘,㈜커리지필름,15세이상관람가,159,509,820,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/F9917-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69917,9,4
195,인 블룸,90,20080925,미국,바딤 피얼먼,㈜케이디미디어,청소년관람불가,160,510,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184182,0,11
196,미러,111,20080918,미국,알렉산더 아야,이십세기폭스코리아(주),청소년관람불가,161,511,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1830/183088_P01_152029.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183088,0,2
197,쌍화점,133,20081230,한국,유하,오퍼스픽쳐스(유),청소년관람불가,90,123,493,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5232-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45232,7.23,4
198,과속스캔들,108,20081203,한국,강형철,(주)토일렛픽쳐스,12세이상관람가,162,328,821,https://ssl.pstatic.net/imgmovie/mdi/mit110/1486/148645_P01_162721.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148645,3.5,16
199,볼트,96,20081231,미국,크리스 윌리엄스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,163,512,822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163827_P02_105432.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163827,5.83,12
200,지구가 멈추는 날,106,20081224,미국,스콧 데릭슨,이십세기폭스코리아(주),12세이상관람가,164,513,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0892/89228_P11_193127.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89228,4.21,18
201,잃어버린 세계를 찾아서,92,20081217,미국,에릭 브리빅,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,165,514,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0810/81010_P22_120221.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81010,7.11,18
202,벼랑 위의 포뇨,100,20081217,일본,미야자키 하야오,(주)쇼박스,전체관람가,166,515,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0664/F6464-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66464,8.21,12
203,예스맨,104,20081217,미국,페이튼 리드,워너브러더스 코리아(주),15세이상관람가,79,516,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1298/129847_P02_142714.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129847,10,16
204,트와일라잇,121,20081210,미국,캐서린 하드윅,판씨네마(주),12세이상관람가,167,517,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183826_P01_114006.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183826,5,13
205,트랜스포터-라스트 미션,103,20090108,프랑스,올리비에 메가턴,TF1 필름 프로덕션,15세이상관람가,168,518,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0494/D9475-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49475,7.6,13
206,오스트레일리아,166,20081210,미국,바즈 루어만,이십세기폭스코리아(주),12세이상관람가,91,34,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1719/171907_P01_170652.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171907,0,9
207,슬럼독 밀리어네어,120,20090319,영국,대니 보일,씨제이엔터테인먼트,15세이상관람가,169,519,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0664/66440_P69_095912.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66440,8.83,4
208,더 리더: 책 읽어주는 남자,123,20090326,미국,스티븐 달드리,미라지 엔터프라이즈,청소년관람불가,170,469,823,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/45298_P32_110149.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45298,8.96,4
209,실종,98,20090319,한국,김성홍,활동사진,청소년관람불가,171,520,824,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174017,0,8
210,쇼퍼홀릭,105,20090326,미국,P.J. 호건,터치스톤 픽쳐스,12세이상관람가,172,521,825,https://ssl.pstatic.net/imgmovie/mdi/mit110/0449/D4922-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44922,7.08,16
211,푸시,111,20090319,미국,폴 맥기건,서미트 엔터티인먼트,15세이상관람가,173,308,498,https://ssl.pstatic.net/imgmovie/mdi/mit110/1568/156885_P01_152126.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156885,10,18
212,카오스,105,20090326,영국,토니 기글리오,(주)싸이더스,15세이상관람가,168,228,42,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163811_P01_113627.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163811,10,13
213,기프트,105,20090326,미국,그렉 마크스,(주)성원아이컴,15세이상관람가,174,522,826,https://ssl.pstatic.net/imgmovie/mdi/mit110/1835/183574_P01_112118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183574,0,13
214,슬픔보다 더 슬픈 이야기,105,20090311,한국,원태연,(주)코어콘텐츠미디어,15세이상관람가,78,523,29,https://ssl.pstatic.net/imgmovie/mdi/mit110/0517/E1781-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51781,8.37,5
215,워낭소리,77,20090115,한국,이충렬,스튜디오느림보,전체관람가,175,524,827,https://ssl.pstatic.net/imgmovie/mdi/mit110/0508/E0869-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50869,8.68,3
216,그랜 토리노,116,20090319,미국,클린트 이스트우드,워너브러더스 코리아(주),12세이상관람가,176,525,828,https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/E1462-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51462,9.22,4
217,트랜스포머: 패자의 역습,149,20090624,미국,마이클 베이,드림웍스 SKG,12세이상관람가,118,479,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/68052_P01_104107.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68052,8.11,18
218,거북이 달린다,117,20090611,한국,이연우,(주)씨네이천,15세이상관람가,136,526,829,https://ssl.pstatic.net/imgmovie/mdi/mit110/0494/D9483-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49483,8.43,4
219,킹콩을 들다,120,20090701,한국,박건용,(주)알지엔터웍스,전체관람가,29,527,830,https://ssl.pstatic.net/imgmovie/mdi/mit110/0506/50672_P01_125319.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50672,9.23,4
220,여고괴담 5,88,20090618,한국,이종용,(주)씨네이천,15세이상관람가,177,528,831,https://ssl.pstatic.net/imgmovie/mdi/mit110/0498/49852_P01_122043.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49852,4.59,2
221,마더,128,20090528,한국,봉준호,(주)바른손이앤에이,청소년관람불가,178,206,506,https://ssl.pstatic.net/imgmovie/mdi/mit110/1830/183063_P01_142452.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183063,0,4
222,박물관이 살아있다 2,104,20090604,미국,숀 레비,이십세기폭스코리아(주),전체관람가,103,529,77,https://ssl.pstatic.net/imgmovie/mdi/mit110/0506/E0621-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50621,7.47,14
223,터미네이터 : 미래전쟁의 시작,115,20090521,미국,맥지,더 할사이온 컴퍼니,15세이상관람가,179,188,832,https://ssl.pstatic.net/imgmovie/mdi/mit110/0665/F6520-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66520,8.18,18
224,링스 어드벤처,87,20090624,스페인,마누엘 시실리아,(주)성원아이컴,전체관람가,180,530,821,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/E2543-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52543,7.27,12
225,7급 공무원,112,20090422,한국,신태라,(주)하리마오픽쳐스,12세이상관람가,22,251,833,https://ssl.pstatic.net/imgmovie/mdi/mit110/0996/99632_P13_102929.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99632,9.04,16
226,드래그 미 투 헬,99,20090611,미국,샘 레이미,㈜케이디미디어,15세이상관람가,134,531,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/E2524-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52524,7.03,2
227,내 사랑 내 곁에,121,20090924,한국,박진표,영화사 집,12세이상관람가,181,198,834,https://ssl.pstatic.net/imgmovie/mdi/mit110/0842/84251_P01_184918.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=84251,8.6,4
228,불꽃처럼 나비처럼,124,20090924,한국,김용균,(주)싸이더스,15세이상관람가,182,98,28,https://ssl.pstatic.net/imgmovie/mdi/mit110/0578/57865_P29_140247.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57865,6.94,5
229,써로게이트,88,20091001,미국,조나단 모스토우,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,183,532,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1611/161197_P01_173325.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161197,0,18
230,게이머,94,20091001,미국,브라이언 테일러,라이온스 게이트 필름즈,청소년관람불가,39,533,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1648/164840_P01_111845.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164840,0,13
231,페임,106,20090924,미국,케빈 탄차로엔,레이크쇼어 엔터테인먼트,12세이상관람가,184,534,835,https://ssl.pstatic.net/imgmovie/mdi/mit110/1848/184828_P01_161814.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184828,0,16
232,애자,110,20090909,한국,정기훈,시리우스픽쳐스(주),15세이상관람가,185,535,446,https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/51407_P00_124309.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51407,8.75,4
233,파이널 데스티네이션 4,82,20091001,미국,데이빗 엘리슨,워너브러더스 코리아(주),청소년관람불가,186,536,836,https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53025_P00_151907.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53025,5.72,2
234,국가대표,137,20090729,한국,김용화,케이엠컬쳐㈜,12세이상관람가,122,537,837,https://ssl.pstatic.net/imgmovie/mdi/mit110/1418/141824_P99_095923.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=141824,8.67,4
235,나는 갈매기,85,20090926,한국,권상준,㈜드림빌엔터테인먼트,전체관람가,187,538,838,https://ssl.pstatic.net/imgmovie/mdi/mit110/0700/70016_P13_103030.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70016,7.73,3
236,아바타,161,20091217,미국,제임스 카메론,이십세기폭스필름코퍼레이션,12세이상관람가,188,539,234,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164121,9.63,18
237,전우치,136,20091223,한국,최동훈,영화사 집,12세이상관람가,99,247,136,https://ssl.pstatic.net/imgmovie/mdi/mit110/1588/158852_P01_130121.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158852,10,13
238,셜록 홈즈,128,20091223,미국,가이 리치,워너브러더스 코리아(주),12세이상관람가,189,540,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109168,9.49,7
239,나인,118,20091231,미국,롭 마샬,(주)시너지하우스 (시너지),15세이상관람가,190,541,58,https://ssl.pstatic.net/imgmovie/mdi/mit110/1725/172551_P01_174535.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172551,7.63,5
240,앨빈과 슈퍼밴드2,88,20091230,미국,베티 토머스,이십세기폭스코리아(주),전체관람가,134,542,584,https://ssl.pstatic.net/imgmovie/mdi/mit110/0706/70637_P31_183105.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70637,8.88,1
241,포켓 몬스터 DP: 아르세우스 초극의 시공으로,95,20091224,일본,유야마 쿠니히코,실버스푼,전체관람가,191,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0701/70118_P00_153350.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70118,8.52,12
