movie_code,movie_name,time,year,nation,director,company,grade,genre1,genre2,genre3,actor1,actor2,actor3
20080836,겟 스마트,110,20080619,미국,피터 시걸,워너브러더스 코리아(주),12세이상관람가,범죄,액션,코미디,스티브 카렐,앤 해서웨이,
20080835,21,122,20080619,미국,로버트 루케틱,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,범죄,드라마,,짐 스터게스,케빈 스페이시,케이트 보스워스
20071060,걸스카우트,99,20080605,한국,김상만,(주)보경사,15세이상관람가,드라마,범죄,코미디,나문희,김선아,고준희
20081169,맘마미아!,108,20080903,미국,필리다 로이드,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,멜로/로맨스,뮤지컬,,아만다 사이프리드,메릴 스트립,콜린 퍼스
20080399,트럭,96,20080925,한국,권형진,(주)싸이더스,청소년관람불가,범죄,스릴러,,유해진,진구,김태한
20081001,신기전,134,20080904,한국,김유진,(주)시네마서비스글로벌,15세이상관람가,사극,드라마,액션,정재영,한은정,안성기
20081002,멋진 하루,123,20080925,한국,이윤기,(주)스폰지이엔티,12세이상관람가,드라마,멜로/로맨스,,전도연,하정우,김혜옥
20081243,영화는 영화다,112,20080911,한국,장훈,(주)김기덕 필름,청소년관람불가,액션,드라마,범죄,소지섭,강지환,홍수현
20080741,고고 70,118,20081003,한국,최호,(주)보경사,15세이상관람가,드라마,,,곽선영,조승우,신민아
20081332,헬보이 2 : 골든 아미,119,20080925,미국,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,SF,액션,어드벤처,론 펄먼,셀마 블레어,
20081244,울학교 이티,120,20080911,한국,박광춘,㈜커리지필름,15세이상관람가,드라마,코미디,,김수로,이한위,백성현
20081333,인 블룸,90,20080925,미국,바딤 피얼먼,㈜케이디미디어,청소년관람불가,스릴러,드라마,,우마 서먼,에반 레이첼 우드,
20081158,미러,111,20080918,미국,알렉산더 아야,이십세기폭스코리아(주),청소년관람불가,공포(호러),스릴러,,키퍼 서덜랜드,폴라 패튼,
20081716,쌍화점,133,20081230,한국,유하,오퍼스픽쳐스(유),청소년관람불가,드라마,,,조인성,주진모,송지효
20081672,과속스캔들,108,20081203,한국,강형철,(주)토일렛픽쳐스,12세이상관람가,코미디,,,차태현,박보영,왕석현
20081744,볼트,96,20081231,미국,크리스 윌리엄스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,코미디,어드벤처,존 트라볼타,마일리 사이러스,수지 에스먼
20081723,지구가 멈추는 날,106,20081224,미국,스콧 데릭슨,이십세기폭스코리아(주),12세이상관람가,SF,액션,스릴러,키아누 리브스,제니퍼 코넬리,
20081696,잃어버린 세계를 찾아서,92,20081217,미국,에릭 브리빅,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,SF,어드벤처,가족,브렌든 프레이저,조쉬 허처슨,
20081686,벼랑 위의 포뇨,100,20081217,일본,미야자키 하야오,(주)쇼박스,전체관람가,애니메이션,어드벤처,판타지,야마구치 토모코,아마미 유키,
20081703,예스맨,104,20081217,미국,페이튼 리드,워너브러더스 코리아(주),15세이상관람가,코미디,드라마,,짐 캐리,주이 디샤넬,
20081697,트와일라잇,121,20081210,미국,캐서린 하드윅,판씨네마(주),12세이상관람가,액션,멜로/로맨스,판타지,크리스틴 스튜어트,로버트 패틴슨,
20081809,트랜스포터-라스트 미션,103,20090108,프랑스,올리비에 메가턴,TF1 필름 프로덕션,15세이상관람가,액션,,,제이슨 스타뎀,나탈리아 루다코바,
20081673,오스트레일리아,166,20081210,미국,바즈 루어만,이십세기폭스코리아(주),12세이상관람가,사극,멜로/로맨스,서부극(웨스턴),휴 잭맨,니콜 키드먼,
20090161,슬럼독 밀리어네어,120,20090319,영국,대니 보일,씨제이엔터테인먼트,15세이상관람가,드라마,멜로/로맨스,범죄,데브 파텔,프리다 핀토,
20090065,더 리더: 책 읽어주는 남자,123,20090326,미국,스티븐 달드리,미라지 엔터프라이즈,청소년관람불가,드라마,멜로/로맨스,범죄,랄프 파인즈,케이트 윈슬렛,데이빗 크로스
20090169,실종,98,20090319,한국,김성홍,활동사진,청소년관람불가,범죄,스릴러,미스터리,문성근,추자현,전세홍
20090090,쇼퍼홀릭,105,20090326,미국,P.J. 호건,터치스톤 픽쳐스,12세이상관람가,코미디,드라마,멜로/로맨스,아일라 피셔,휴 댄시,조앤 쿠삭
20090157,푸시,111,20090319,미국,폴 맥기건,서미트 엔터티인먼트,15세이상관람가,SF,스릴러,드라마,크리스 에반스,다코타 패닝,카밀라 벨
20090174,카오스,105,20090326,영국,토니 기글리오,(주)싸이더스,15세이상관람가,액션,드라마,범죄,제이슨 스타뎀,라이언 필립,웨슬리 스나입스
20090167,기프트,105,20090326,미국,그렉 마크스,(주)성원아이컴,15세이상관람가,액션,스릴러,미스터리,쉐인 웨스트,에드워드 번즈,빙 라메스
20090085,슬픔보다 더 슬픈 이야기,105,20090311,한국,원태연,(주)코어콘텐츠미디어,15세이상관람가,멜로/로맨스,드라마,,권상우,이보영,이범수
20081727,워낭소리,77,20090115,한국,이충렬,스튜디오느림보,전체관람가,다큐멘터리,,,최원균,이삼순,최종만
20090064,그랜 토리노,116,20090319,미국,클린트 이스트우드,워너브러더스 코리아(주),12세이상관람가,드라마,범죄,스릴러,클린트 이스트우드,크리스토퍼 칼리,비 방
20090303,트랜스포머: 패자의 역습,149,20090624,미국,마이클 베이,드림웍스 SKG,12세이상관람가,SF,액션,어드벤처,샤이아 라보프,메간 폭스,
20090297,거북이 달린다,117,20090611,한국,이연우,(주)씨네이천,15세이상관람가,드라마,액션,범죄,김윤석,정경호,견미리
20090336,킹콩을 들다,120,20090701,한국,박건용,(주)알지엔터웍스,전체관람가,드라마,,,이범수,조안,김민영
20090327,여고괴담 5,88,20090618,한국,이종용,(주)씨네이천,15세이상관람가,공포(호러),스릴러,,오연서,장경아,손은서
20090248,마더,128,20090528,한국,봉준호,(주)바른손이앤에이,청소년관람불가,드라마,,,김혜자,원빈,진구
20090282,박물관이 살아있다 2,104,20090604,미국,숀 레비,이십세기폭스코리아(주),전체관람가,어드벤처,코미디,액션,벤 스틸러,에이미 아담스,로빈 윌리엄스
20090238,터미네이터 : 미래전쟁의 시작,115,20090521,미국,맥지,더 할사이온 컴퍼니,15세이상관람가,SF,액션,,크리스찬 베일,샘 워싱턴,문 블러드굿
20090343,링스 어드벤처,87,20090624,스페인,마누엘 시실리아,(주)성원아이컴,전체관람가,애니메이션,코미디,드라마,베아트리즈 베르시아노,은지원,왕석현
20081737,7급 공무원,112,20090422,한국,신태라,(주)하리마오픽쳐스,12세이상관람가,코미디,액션,드라마,김하늘,강지환,유승목
20090288,드래그 미 투 헬,99,20090611,미국,샘 레이미,㈜케이디미디어,15세이상관람가,공포(호러),스릴러,판타지,저스틴 롱,알리슨 로먼,
20090329,내 사랑 내 곁에,121,20090924,한국,박진표,영화사 집,12세이상관람가,드라마,멜로/로맨스,,하지원,김명민,남능미
20090308,불꽃처럼 나비처럼,124,20090924,한국,김용균,(주)싸이더스,15세이상관람가,멜로/로맨스,사극,,최경원,조승우,수애
20090554,써로게이트,88,20091001,미국,조나단 모스토우,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,SF,스릴러,액션,브루스 윌리스,라다 미첼,
20090555,게이머,94,20091001,미국,브라이언 테일러,라이온스 게이트 필름즈,청소년관람불가,액션,SF,스릴러,제라드 버틀러,앰버 발레타,
20090528,페임,106,20090924,미국,케빈 탄차로엔,레이크쇼어 엔터테인먼트,12세이상관람가,코미디,드라마,뮤지컬,케이 파나베이커,애셔 북,월터 페레즈
20090484,애자,110,20090909,한국,정기훈,시리우스픽쳐스(주),15세이상관람가,드라마,코미디,,김성태,최강희,김영애
20090572,파이널 데스티네이션 4,82,20091001,미국,데이빗 엘리슨,워너브러더스 코리아(주),청소년관람불가,공포(호러),스릴러,,바비 캠포,닉 자노,헤일리 웹
20090307,국가대표,137,20090729,한국,김용화,케이엠컬쳐㈜,12세이상관람가,드라마,액션,코미디,하정우,성동일,김지석
20090556,나는 갈매기,85,20090926,한국,권상준,㈜드림빌엔터테인먼트,전체관람가,다큐멘터리,,,손경구,조규철,조성우
20090834,아바타,161,20091217,미국,제임스 카메론,이십세기폭스필름코퍼레이션,12세이상관람가,SF,액션,어드벤처,샘 워싱턴,조 샐다나,시고니 위버
20090077,전우치,136,20091223,한국,최동훈,영화사 집,12세이상관람가,액션,코미디,판타지,강동원,임수정,김윤석
20090856,셜록 홈즈,128,20091223,미국,가이 리치,워너브러더스 코리아(주),12세이상관람가,미스터리,범죄,어드벤처,로버트 다우니 주니어,주드 로,
20090891,나인,118,20091231,미국,롭 마샬,(주)시너지하우스 (시너지),15세이상관람가,멜로/로맨스,뮤지컬,,다니엘 데이 루이스,마리옹 꼬띠아르,페넬로페 크루즈
20090861,앨빈과 슈퍼밴드2,88,20091230,미국,베티 토머스,이십세기폭스코리아(주),전체관람가,가족,코미디,드라마,저스틴 롱,매튜 그레이 구블러,제이슨 리
20090860,포켓 몬스터 DP: 아르세우스 초극의 시공으로,95,20091224,일본,유야마 쿠니히코,실버스푼,전체관람가,애니메이션,어드벤처,판타지,오오타니 이쿠에,,
20090089,파르나서스 박사의 상상극장,122,20091223,미국,테리 길리엄,데이비스 필름,12세이상관람가,판타지,어드벤처,미스터리,조니 뎁,히스 레저,콜린 파렐
20090859,러브 매니지먼트,93,20091231,미국,스티븐 벨버,(주)싸이더스,15세이상관람가,멜로/로맨스,코미디,,제니퍼 애니스턴,스티브 잔,
20090685,2012,157,20091112,미국,롤랜드 에머리히,센트로폴리스 엔터테인먼트,12세이상관람가,SF,액션,어드벤처,존 쿠삭,아만다 피트,올리버 플랫
20090840,위대한 침묵,168,20091203,독일,필립 그로닝,(주)영화사 진진,전체관람가,다큐멘터리,,,,,
20100018,타이탄,106,20100401,미국,루이스 리테리어,워너 브러더스 픽쳐스,12세이상관람가,액션,어드벤처,판타지,랄프 파인즈,샘 워싱턴,리암 니슨
20090939,육혈포 강도단,107,20100318,한국,강효진,(주)전망좋은 영화사,15세이상관람가,코미디,드라마,액션,나문희,김수미,김혜옥
20090948,그린 존,114,20100325,미국,폴 그린그래스,유니버셜 픽쳐스,15세이상관람가,드라마,전쟁,액션,맷 데이먼,제이슨 아이삭스,
20100103,셔터 아일랜드,138,20100318,미국,마틴 스콜세지,파라마운트 픽쳐스,15세이상관람가,드라마,미스터리,스릴러,마크 러팔로,레오나르도 디카프리오,
20090331,폭풍전야,104,20100401,한국,조창호,오퍼스픽쳐스(유),청소년관람불가,드라마,멜로/로맨스,,김남길,황우슬혜,정윤민
20100107,비밀애,111,20100325,한국,권지연,(주)한컴,청소년관람불가,멜로/로맨스,,,유지태,윤진서,유현주
20090930,이상한 나라의 앨리스,108,20100304,미국,팀 버튼,월트 디즈니 픽쳐스,전체관람가,판타지,어드벤처,가족,조니 뎁,앤 해서웨이,헬레나 본햄 카터
20090904,의형제,116,20100204,한국,장훈,(주)쇼박스,15세이상관람가,드라마,액션,,송강호,강동원,전국환
20100141,아마존의 눈물,88,20100325,한국,김현철,(주)MBC,15세이상관람가,다큐멘터리,,,김남길,,
20090894,사랑은 너무 복잡해,120,20100311,미국,낸시 마이어스,유니버셜 픽쳐스,청소년관람불가,멜로/로맨스,코미디,,메릴 스트립,알렉 볼드윈,스티브 마틴
20100333,슈렉 포에버,93,20100701,미국,마이크 미첼,드림웍스 애니메이션,전체관람가,애니메이션,코미디,가족,마이크 마이어스,카메론 디아즈,에디 머피
20100353,파괴된 사나이,114,20100701,한국,우민호,아이러브시네마,청소년관람불가,드라마,스릴러,,김명민,엄기준,박주미
20100310,나잇&데이,109,20100624,미국,제임스 맨골드,뉴리전시 픽쳐스,15세이상관람가,액션,코미디,,톰 크루즈,카메론 디아즈,
20100296,포화속으로,120,20100616,한국,이재한,(주)태원엔터테인먼트,12세이상관람가,드라마,전쟁,,차승원,권상우,최승현
20090927,방자전,124,20100602,한국,김대우,(주)바른손이앤에이,청소년관람불가,사극,코미디,멜로/로맨스,김주혁,류승범,조여정
20090943,스플라이스,103,20100701,캐나다,빈센조 나탈리,(주)미로비젼,청소년관람불가,SF,공포(호러),스릴러,애드리언 브로디,사라 폴리,
20100339,필립모리스,97,20100701,프랑스,존 레쿼,유로파 Corp.,청소년관람불가,코미디,드라마,,짐 캐리,이완 맥그리거,
20100210,맨발의 꿈,121,20100624,한국,김태균,(주)캠프비,전체관람가,드라마,,,박희순,고창석,김현석
20100295,A-특공대,119,20100610,미국,조 카나한,듄 엔터테인먼트,15세이상관람가,액션,,,리암 니슨,퀸튼 잭슨,브래들리 쿠퍼
20100285,섹스 앤 더 시티 2,144,20100610,미국,마이클 패트릭 킹,뉴라인 시네마,청소년관람불가,드라마,멜로/로맨스,코미디,사라 제시카 파커,크리스틴 데이비스,킴 캐트럴
20100834,시라노; 연애조작단,121,20100916,한국,김현석,(주)명필름,12세이상관람가,멜로/로맨스,코미디,,엄태웅,이민정,최다니엘
20100991,먹고 기도하고 사랑하라,139,20100930,미국,라이언 머피,콜럼비아 픽쳐스 코포레이션,15세이상관람가,드라마,멜로/로맨스,,줄리아 로버츠,제임스 프랭코,
20100835,방가? 방가!,110,20100930,한국,육상효,(주)상상역엔터테인먼트,12세이상관람가,코미디,드라마,,김인권,김정태,신현빈
20100833,무적자,124,20100916,한국,송해성,핑거프린트(주),15세이상관람가,드라마,액션,,주진모,송승헌,김강우
20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,96,20100916,독일,폴 W.S. 앤더슨,콘스탄틴 필름 프로덕션,청소년관람불가,공포(호러),스릴러,액션,밀라 요보비치,웬트워스 밀러,
20100305,해결사,100,20100909,한국,권혁재,(주)외유내강,15세이상관람가,액션,스릴러,,이영수,설경구,이정진
20100214,아저씨,119,20100804,한국,이정범,오퍼스픽쳐스(유),청소년관람불가,액션,드라마,,원빈,김새론,김희원
20100814,슈퍼  배드,95,20100916,미국,피에르 꼬팽,일루미네이션 엔터테인먼트,전체관람가,애니메이션,가족,,미란다 코스그로브,스티브 카렐,태연
20100810,마루 밑 아리에티,94,20100909,일본,요네바야시 히로마사,스튜디오 지브리,전체관람가,애니메이션,,,시다 미라이,카미키 류노스케,미우라 토모카즈
20100813,퀴즈왕,121,20100916,한국,장진,소란플레이먼트(주),15세이상관람가,코미디,,,김수로,한재석,송영창
20101209,라스트 갓파더,103,20101229,한국,심형래,㈜영구아트,12세이상관람가,코미디,,,심형래,마이클 리스폴리,하비 케이틀
20101223,헬로우 고스트,111,20101222,한국,김영탁,(주)워터앤트리,12세이상관람가,코미디,드라마,,차태현,강예원,이문수
20101222,황해,156,20101222,한국,나홍진,㈜팝콘필름,청소년관람불가,스릴러,액션,범죄,김윤석,하정우,조성하
20101224,해리 포터와 죽음의 성물1,146,20101215,미국,데이빗 예이츠,헤이데이필름,전체관람가,미스터리,판타지,,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트
20101225,트론: 새로운 시작,125,20101229,미국,조셉 코신스키,라이브플래닛,12세이상관람가,SF,스릴러,액션,제프 브리지스,가렛 헤드룬드,올리비아 와일드
20101348,새미의 어드벤쳐,85,20101215,벨기에,벤 스타센,엔웨이브필름,전체관람가,애니메이션,어드벤처,,멜라니 그리피스,이사벨 퍼만,유리 로웬탈
20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,97,20101223,일본,유야마 쿠니히코,이스트저팬마케팅앤커뮤니케이션,전체관람가,애니메이션,,,이선호,김선혜,문남숙
20101071,아메리칸,105,20101229,미국,안톤 코르빈,포커스피쳐스,청소년관람불가,범죄,드라마,,조지 클루니,,
20101378,쓰리 데이즈,133,20101222,미국,폴 해기스,라이온스 게이트 필름즈,15세이상관람가,범죄,스릴러,액션,러셀 크로우,엘리자베스 뱅크스,
20101221,쩨쩨한 로맨스,118,20101201,한국,김정훈,(주)크리픽쳐스,청소년관람불가,코미디,멜로/로맨스,,이선균,최강희,류현경
20119618,위험한 상견례,118,20110331,한국,김진영,(주)전망좋은 영화사,12세이상관람가,코미디,멜로/로맨스,,송새벽,이시영,백윤식
20119772,줄리아의 눈,112,20110331,스페인,기옘 모랄레스,씨너스엔터테인먼트(주),청소년관람불가,미스터리,스릴러,범죄,벨렌 루에다,,
20119637,킹스 스피치,118,20110317,영국,톰 후퍼,(주)화앤담이엔티,12세이상관람가,드라마,,,콜린 퍼스,제프리 러쉬,헬레나 본햄 카터
20119337,그대를 사랑합니다,118,20110217,한국,추창민,(주)세인트 폴 시네마,15세이상관람가,드라마,,,이순재,윤소정,송재호
20119720,마이 블랙 미니드레스,108,20110324,한국,허인무,(주)토리픽쳐스,15세이상관람가,드라마,,,윤은혜,박한별,차예련
20119707,월드 인베이젼,116,20110310,미국,조나단 리브스만,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,SF,액션,,아론 에크하트,미쉘 로드리게즈,브리짓 모나핸
20119806,미트 페어런츠 3,98,20110331,미국,폴 웨이츠,씨제이이앤엠(주),15세이상관람가,코미디,,,더스틴 호프만,오웬 윌슨,벤 스틸러
20119856,베니싱,91,20110331,미국,브래드 앤더슨,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,미스터리,,,존 레귀자모,헤이든 크리스텐슨,탠디 뉴튼
20119771,내 이름은 칸,128,20110324,인도,카란 조하르,필라멘트픽쳐스,12세이상관람가,드라마,,,샤룩 칸,까졸,
20119577,블랙 스완,108,20110224,미국,대런 아로노프스키,이십세기폭스코리아(주),청소년관람불가,드라마,스릴러,,나탈리 포트만,뱅상 카셀,밀라 쿠니스
20110659,트랜스포머 3,152,20110629,미국,마이클 베이,씨제이이앤엠(주),12세이상관람가,액션,어드벤처,,조쉬 더하멜,존 말코비치,로지 헌팅턴-휘틀리
20110193,써니,124,20110504,한국,강형철,(주)알로하픽쳐스,15세이상관람가,드라마,코미디,,유호정,심은경,강소라
20110251,풍산개,121,20110623,한국,전재홍,(주)김기덕 필름,청소년관람불가,드라마,,,윤계상,김규리,박장면
20110233,화이트: 저주의 멜로디,106,20110609,한국,김선,(주)두엔터테인먼트 ,15세이상관람가,공포(호러),,,황우슬혜,함은정,강명희
20110561,엑스맨: 퍼스트 클래스,132,20110602,미국,매튜 본,이십세기폭스코리아(주),12세이상관람가,액션,,,로즈 번,재뉴어리 존스,마이클 패스벤더
20110511,쿵푸팬더 2,91,20110526,미국,여인영,씨제이이앤엠(주),전체관람가,애니메이션,액션,어드벤처,더스틴 호프만,잭 블랙,안젤리나 졸리
20110581,링컨 차를 타는 변호사,118,20110616,미국,브래드 퍼맨,씨너스엔터테인먼트(주),15세이상관람가,범죄,스릴러,,라이언 필립,매튜 매커너히,조쉬 루카스
20110988,음모자,123,20110630,미국,로버트 레드포드,판씨네마(주),12세이상관람가,드라마,,,로빈 라이트,노먼 리더스,케빈 클라인
20110656,슈퍼 에이트,112,20110616,미국,J.J. 에이브럼스,씨제이이앤엠(주),12세이상관람가,SF,,,조엘 코트니,엘르 패닝,
20110490,인 어 베러 월드,113,20110623,덴마크,수잔 비에르,㈜씨에이엔,12세이상관람가,드라마,,,미카엘 페르스브란트,트린 디어홈,율리히 톰센
20112534,도가니,125,20110922,한국,황동혁,(주)삼거리픽쳐스,청소년관람불가,드라마,,,정유미,공유,허재호
20110613,의뢰인,123,20110929,한국,손영성,청년필름(주),15세이상관람가,스릴러,,,박희순,장혁,하정우
20111914,카운트다운,119,20110929,한국,허종호,(주)영화사봄,청소년관람불가,드라마,액션,,정재영,전도연,오만석
20110302,최종병기 활,122,20110810,한국,김한민,(주)디씨지플러스,15세이상관람가,사극,액션,,박해일,류승룡,김무열
20111892,어브덕션,105,20110929,미국,존 싱글톤,필라멘트픽쳐스,15세이상관람가,액션,드라마,미스터리,시고니 위버,릴리 콜린스,테일러 로트너
20112303,코쿠리코 언덕에서,91,20110929,일본,미야자키 고로,씨제이이앤엠(주),12세이상관람가,애니메이션,멜로/로맨스,,,,
20111571,파퍼씨네 펭귄들,95,20110907,미국,마크 워터스,이십세기폭스코리아(주),전체관람가,코미디,,,안젤라 랜스베리,짐 캐리,칼라 구기노
20112175,컨테이젼,103,20110922,미국,스티븐 소더버그,워너브러더스 코리아(주),12세이상관람가,액션,SF,스릴러,맷 데이먼,기네스 팰트로우,
20111893,킬러 엘리트,116,20110922,미국,개리 맥켄드리,에스케이텔레콤(주),청소년관람불가,스릴러,액션,,로버트 드니로,클라이브 오웬,제이슨 스타뎀
20112272,가문의 영광4 - 가문의 수난,103,20110907,한국,정태원,(주)태원엔터테인먼트,15세이상관람가,코미디,,,김수미,신현준,임형준
20112207,미션임파서블:고스트프로토콜,132,20111215,미국,브래드 버드,파라마운트 픽쳐스,15세이상관람가,액션,,,톰 크루즈,제레미 레너,
20110295,마이 웨이,137,20111221,한국,강제규,(주)디렉터스,15세이상관람가,전쟁,액션,드라마,장동건,오다기리 죠,판빙빙
20112621,셜록홈즈 : 그림자 게임,128,20111221,미국,가이 리치,워너브러더스 코리아(주),15세이상관람가,액션,미스터리,,로버트 다우니 주니어,주드 로,
20113260,퍼펙트 게임,127,20111221,한국,박희곤,(주)동아수출공사,12세이상관람가,드라마,,,조승우,양동근,최정원
20113271,프렌즈: 몬스터섬의비밀,88,20111229,일본,야마자키 타카시,(주)스마일이엔티,전체관람가,애니메이션,어드벤처,,이장원,엄상현,김서영
19940256,라이온 킹,89,19940702,미국,로저 알러스,월트디즈니,연소자관람가,애니메이션,어드벤처,가족,매튜 브로데릭,모이라 켈리,조나단 테일러 토마스
20113381,오싹한 연애,114,20111201,한국,황인호,상상필름(주),12세이상관람가,공포(호러),멜로/로맨스,코미디,손예진,이민기,신동훈
20112709,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,98,20111222,일본,유야마 쿠니히코,씨제이이앤엠(주),전체관람가,애니메이션,판타지,어드벤처,미즈키 나나,마츠모토 리카,
20113311,앨빈과 슈퍼밴드3,,20111215,미국,마이크 미첼,이십세기폭스코리아(주),전체관람가,애니메이션,코미디,어드벤처,저스틴 롱,제이슨 리,매튜 그레이 구블러
20112708,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,97,20111222,일본,유야마 쿠니히코,씨제이이앤엠(주),전체관람가,애니메이션,판타지,어드벤처,마츠모토 리카,츠루노 타케시,타카하시 히데키
20124074,건축학개론,118,20120322,한국,이용주,(주)명필름,12세이상관람가,멜로/로맨스,드라마,,엄태웅,한가인,이제훈
20124717,타이탄의 분노,100,20120329,미국,조나단 리브스만,워너브러더스 코리아(주),12세이상관람가,액션,판타지,,샘 워싱턴,리암 니슨,랄프 파인즈
20124051,시체가 돌아왔다,110,20120329,한국,우선호,(주)씨네이천,15세이상관람가,범죄,드라마,,이범수,류승범,김옥빈
20124142,언터처블: 1%의 우정,112,20120322,프랑스,올리비에르 나카체,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,코미디,드라마,,프랑수아 클뤼제,오마 사이,
20124050,화차,117,20120308,한국,변영주,(주)영화제작소보임,15세이상관람가,미스터리,,,이선균,김민희,조성하
20124939,스페이스 독,85,20120322,러시아,이나 예블라니코바,예지림엔터테인먼트,전체관람가,애니메이션,코미디,가족,엘레나 야코블레바,안나 볼쇼바,
20124096,디스 민즈 워,97,20120229,미국,맥지,이십세기폭스코리아(주),15세이상관람가,액션,코미디,멜로/로맨스,리즈 위더스푼,크리스 파인,톰 하디
20124629,존 카터: 바숨 전쟁의 서막,132,20120308,미국,앤드류 스탠튼,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,SF,액션,,테일러 키취,린 콜린스,윌렘 데포
20124666,크로니클,84,20120315,미국,조쉬 트랭크,이십세기폭스코리아(주),15세이상관람가,액션,스릴러,,데인 드한,알렉스 러셀,마이클 B. 조던
20113557,범죄와의 전쟁: 나쁜놈들 전성시대,133,20120202,한국,윤종빈,(주)팔레트픽처스,청소년관람불가,범죄,드라마,,최민식,하정우,조진웅
20126077,어메이징 스파이더맨,136,20120628,미국,마크 웹,한국소니픽쳐스릴리징브에나비스타영화㈜,12세이상관람가,액션,,,앤드류 가필드,엠마 스톤,마틴 쉰
20124136,마다가스카3 : 이번엔 서커스다!,93,20120606,미국,에릭 다넬,씨제이이앤엠(주),전체관람가,애니메이션,어드벤처,코미디,벤 스틸러,크리스 록,데이빗 쉼머
20113554,내 아내의 모든 것,121,20120517,한국,민규동,(주)수필름,15세이상관람가,코미디,멜로/로맨스,,임수정,이선균,류승룡
20113533,후궁 : 제왕의 첩,122,20120606,한국,김대승,(주)황기성 사단,청소년관람불가,사극,멜로/로맨스,,조여정,김동욱,김민준
20126566,캐빈 인 더 우즈,95,20120628,미국,드류 고다드,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,공포(호러),스릴러,,크리스 헴스워스,크리스틴 코놀리,안나 허치슨
20113532,미쓰GO,115,20120621,한국,박철관,영화사 도로시(주),15세이상관람가,액션,코미디,범죄,고현정,유해진,성동일
20124055,아부의 왕,118,20120621,한국,정승구,(주)황금주전자,15세이상관람가,코미디,,,송새벽,성동일,김성령
20124065,차형사,110,20120530,한국,신태라,(주)영화사홍,15세이상관람가,코미디,액션,,강지환,성유리,이수혁
20124946,락아웃: 익스트림미션,94,20120614,미국,스테판 St. 레게르,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,SF,액션,스릴러,가이 피어스,매기 그레이스,조셉 길건
20124061,두 번의 결혼식과 한 번의 장례식,106,20120621,한국,김조광수,청년필름(주),15세이상관람가,코미디,멜로/로맨스,,김동윤,류현경,송용진
20124079,"광해, 왕이 된 남자",131,20120913,한국,추창민,리얼라이즈픽쳐스(주),15세이상관람가,사극,드라마,,이병헌,류승룡,한효주
20128447,테이큰 2,92,20120927,프랑스,올리비에 메가턴,이십세기폭스코리아(주),청소년관람불가,액션,범죄,드라마,리암 니슨,매기 그레이스,팜케 얀센
20127634,메리다와 마법의 숲,102,20120927,미국,마크 앤드류스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,애니메이션,,,켈리 맥도날드,빌리 코놀리,엠마 톰슨
20124400,간첩,115,20120920,한국,우민호,(주)영화사울림,15세이상관람가,드라마,코미디,액션,김명민,염정아,유해진
20113887,점쟁이들,119,20121003,한국,신정원,(주)사람엔터테인먼트,15세이상관람가,코미디,공포(호러),,김수로,오상철,강예원
20129166,19곰 테드,106,20120927,미국,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디,판타지,,마크 월버그,밀라 쿠니스,세스 맥팔레인
20129092,테드: 황금도시 파이티티를 찾아서,92,20120920,스페인,엔리케 가토,(주)싸이더스,전체관람가,애니메이션,,,하동훈,윤보라,
20127494,늑대아이,117,20120913,일본,호소다 마모루,(주)미디어데이,전체관람가,애니메이션,판타지,멜로/로맨스,미야자키 아오이,오사와 타카오,
20124934,피에타,104,20120906,한국,김기덕,(주)김기덕 필름,청소년관람불가,드라마,,,조민수,이정진,권세인
20124034,도둑들,135,20120725,한국,최동훈,(주)케이퍼필름,15세이상관람가,액션,범죄,,김윤석,김혜수,이정재
20124039,타워,121,20121225,한국,김지훈,씨제이이앤엠(주),12세이상관람가,드라마,,,설경구,손예진,김상경
20128274,레미제라블,158,20121219,미국,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,,,휴 잭맨,러셀 크로우,앤 해서웨이
20128386,라이프 오브 파이,126,20130101,미국,이안,주식회사 해리슨앤컴퍼니,전체관람가,어드벤처,드라마,,수라즈 샤르마,이르판 칸,라프 스팰
20124399,반창꼬,120,20121219,한국,정기훈,(주)영화사오름,15세이상관람가,멜로/로맨스,,,고수,한효주,마동석
