movie_code,movie_name,time,year,nation,director,company,grade,genre1,genre2,genre3,actor1,actor2,actor3
20125048,호빗: 뜻밖의 여정,169,20121213,미국,피터 잭슨,워너브러더스 코리아(주),12세이상관람가,어드벤처,판타지,,마틴 프리먼,이안 맥켈런,리차드 아미티지
20129388,주먹왕 랄프,108,20121219,미국,리치 무어,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,애니메이션,,,존 C. 라일리,잭 맥브레이어,제인 린치
20128687,가문의 영광5 - 가문의 귀환,104,20121219,한국,정용기,(주)태원엔터테인먼트,15세이상관람가,코미디,,,조성현,정준호,김민정
20126388,잠베지아: 신비한 나무섬의 비밀,83,20121225,남아프리카공화국,웨인 쏜리,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,,,사무엘 L. 잭슨,아비게일 브레스린,제프 골드블럼
20122523,니코: 산타비행단의 모험,76,20121225,핀란드,캐리 주스넌,씨너스엔터테인먼트(주),전체관람가,애니메이션,어드벤처,가족,카리 히타라티,카리 케토넨,엘레나 크니틸라
20124936,나의 PS 파트너,114,20121206,한국,변성현,나의PS파트너 문화산업전문회사,청소년관람불가,멜로/로맨스,코미디,,지성,김아중,신소율
20113972,지.아이.조 2,110,20130328,미국,존 추,파라마운트 픽쳐스,15세이상관람가,액션,어드벤처,SF,이병헌,브루스 윌리스,드웨인 존슨
20128690,연애의 온도,112,20130321,한국,노덕,(주)뱅가드스튜디오,청소년관람불가,멜로/로맨스,코미디,,이민기,김민희,최무성
20129368,파파로티,127,20130314,한국,윤종찬,케이엠컬쳐㈜,15세이상관람가,드라마,,,한석규,이제훈,오달수
20124401,신세계,134,20130221,한국,박훈정,(주)사나이픽처스,청소년관람불가,범죄,액션,,이정재,최민식,황정민
20135241,웜 바디스,97,20130314,미국,조나단 레빈,씨제이이앤엠(주),15세이상관람가,멜로/로맨스,액션,,니콜라스 홀트,테레사 팔머,존 말코비치
20127593,7번방의 선물,127,20130123,한국,이환경,(주)화인웍스,15세이상관람가,코미디,드라마,,류승룡,박신혜,갈소원
20126306,장고:분노의 추적자,165,20130321,미국,쿠엔틴 타란티노,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),청소년관람불가,서부극(웨스턴),드라마,,레오나르도 디카프리오,제이미 폭스,크리스토프 왈츠
20134701,웃는 남자,94,20130328,프랑스,장 피에르 아메리스,씨너스엔터테인먼트(주),15세이상관람가,미스터리,판타지,,제라르 드빠르디유,마크 앙드레 그롱당,크리스타 테렛
20122231,안나 카레니나,130,20130321,미국,조 라이트,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,드라마,,,키이라 나이틀리,주드 로,애런 존슨
20120108,지슬 - 끝나지 않은 세월2,108,20130321,한국,오멸,주식회사 자파리필름,15세이상관람가,드라마,,,이경준,홍상표,문석범
20122122,월드 워 Z,115,20130620,미국,마크 포스터,플랜 비 엔터테인먼트,15세이상관람가,드라마,스릴러,SF,브래드 피트,미레유 에노스,매튜 폭스
20129114,더 웹툰: 예고살인,104,20130627,한국,김용균,(주)필마픽쳐스 ,15세이상관람가,공포(호러),스릴러,,이시영,엄기준,정현태
20137815,화이트 하우스 다운,131,20130627,미국,롤랜드 에머리히,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,드라마,,채닝 테이텀,제이미 폭스,매기 질렌할
20126672,은밀하게 위대하게,123,20130605,한국,장철수,(주)엠씨엠씨,15세이상관람가,액션,코미디,드라마,김수현,박기웅,이현우
20137961,맨 오브 스틸,142,20130613,미국,잭 스나이더,워너브러더스 코리아(주),12세이상관람가,SF,,,헨리 카빌,에이미 아담스,러셀 크로우
20138884,빅 웨딩,87,20130627,미국,저스틴 잭햄,(주)나이너스엔터테인먼트,청소년관람불가,멜로/로맨스,코미디,,아만다 사이프리드,벤 반스,로버트 드니로
20123329,스타트렉 다크니스,131,20130530,미국,J.J. 에이브럼스,파라마운트 픽쳐스,12세이상관람가,액션,SF,어드벤처,크리스 파인,칼 어번,조 샐다나
19930176,쥬라기 공원,126,19930717,미국,스티븐 스필버그,유니버셜 픽쳐스,중학생이상관람가,SF,액션,어드벤처,샘 닐,로라 던,제프 골드블럼
20134562,비포 미드나잇,108,20130522,미국,리차드 링클레이터,(주)팝엔터테인먼트,청소년관람불가,드라마,,,에단 호크,줄리 델피,샤무스 데이비 피츠패트릭
20139222,라스트 엑소시즘: 잠들지 않는 영혼,88,20130627,미국,에드 게스-도넬리,(주)팝파트너스,15세이상관람가,공포(호러),스릴러,,애슐리 벨,스펜서 트리트 클라크,앤드류 센세닉
20126091,관상,139,20130911,한국,한재림,(주)주피터필름,15세이상관람가,사극,드라마,,송강호,이정재,백윤식
20131381,컨저링,111,20130917,미국,제임스 완,워너브러더스 코리아(주),15세이상관람가,공포(호러),스릴러,,베라 파미가,패트릭 윌슨,릴리 테일러
20124086,스파이,121,20130905,한국,이승준,(주)제이케이필름,15세이상관람가,액션,,,설경구,문소리,다니엘 헤니
20131630,히든 카드,91,20130926,미국,브래드 퍼맨,이십세기폭스코리아(주),청소년관람불가,범죄,스릴러,,저스틴 팀버레이크,벤 애플렉,젬마 아터튼
20131541,블루 재스민,98,20130925,미국,우디 앨런,(주)인벤트스톤,15세이상관람가,드라마,,,케이트 블란쳇,알렉 볼드윈,
20129588,섀도우 헌터스: 뼈의 도시,129,20130912,미국,해럴드 즈워트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,판타지,액션,,릴리 콜린스,제이미 캠벨 바우어,케빈 지거스
20137562,퍼시 잭슨과 괴물의 바다,106,20130912,미국,쏘어 프류덴탈,이십세기폭스코리아(주),12세이상관람가,판타지,어드벤처,,로건 레먼,알렉산드리아 다다리오,브랜든 T. 잭슨
20122089,슈퍼배드 2,98,20130912,미국,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,,,알 파치노,스티브 카렐,미란다 코스그로브
20135001,몬스터 대학교,110,20130912,미국,댄 스캔론,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,애니메이션,,,빌리 크리스탈,존 굿맨,스티브 부세미
20122466,짓,108,20130925,한국,한종훈,㈜리필름,청소년관람불가,멜로/로맨스,,,서은아,서태화,김희정
20134803,변호인,126,20131218,한국,양우석,위더스필름(주),15세이상관람가,드라마,,,송강호,김영애,오달수
20124938,용의자,137,20131224,한국,원신연,(주)그린피쉬,15세이상관람가,액션,스릴러,,공유,박희순,조성하
20131246,엔더스 게임,113,20131231,미국,개빈 후드,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,SF,액션,어드벤처,해리슨 포드,아사 버터필드,헤일리 스테인펠드
20134046,월터의 상상은 현실이 된다,114,20131231,미국,벤 스틸러,글뫼 주식회사,12세이상관람가,어드벤처,코미디,드라마,벤 스틸러,크리스틴 위그,숀 펜
20134206,썬더와 마법저택,85,20131224,벨기에,벤 스타센,씨제이이앤엠(주),전체관람가,애니메이션,어드벤처,가족,김태균,정찬우,
20135428,어바웃 타임,123,20131205,영국,리차드 커티스,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,멜로/로맨스,코미디,,레이첼 맥아담스,도널 글리슨,빌 나이
20135369,저스틴,96,20131231,스페인,마누엘 시실라,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,어드벤처,,박형식,이순재,박근형
20134267,호빗: 스마우그의 폐허,161,20131212,미국,피터 잭슨,워너브러더스 코리아(주),12세이상관람가,어드벤처,드라마,판타지,마틴 프리먼,베네딕트 컴버배치,케이트 블란쳇
20134984,다이노소어 어드벤처 3D,87,20131219,미국,베리 쿡,이십세기폭스코리아(주),전체관람가,액션,가족,,배한성,이광수,
20134123,집으로 가는 길,130,20131211,한국,방은진,씨제이이앤엠(주),15세이상관람가,드라마,,,전도연,고수,류태호
20147790,캡틴 아메리카: 윈터 솔져,135,20140326,미국,조 루소,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,액션,어드벤처,SF,크리스 에반스,스칼렛 요한슨,사무엘 L. 잭슨
20133602,노아,139,20140320,미국,대런 아로노프스키,씨제이이앤엠(주),15세이상관람가,어드벤처,드라마,판타지,러셀 크로우,엠마 왓슨,로건 레먼
20138226,우아한 거짓말,117,20140313,한국,이한,(주)유비유필름,12세이상관람가,드라마,,,김희애,고아성,김유정
20147727,그랜드 부다페스트 호텔,99,20140320,미국,웨스 앤더슨,(주)피터팬픽쳐스,청소년관람불가,미스터리,어드벤처,,랄프 파인즈,틸다 스윈튼,주드 로
20147299,논스톱,106,20140227,미국,자움 콜렛 세라,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,,,리암 니슨,줄리안 무어,미쉘 독커리
20147612,쓰리데이즈 투 킬,115,20140403,미국,맥지,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,스릴러,,케빈 코스트너,앰버 허드,헤일리 스테인펠드
20131102,수상한 그녀,124,20140122,한국,황동혁,(주)예인플러스엔터테인먼트,15세이상관람가,드라마,,,심은경,나문희,박인환
20147247,300: 제국의 부활,102,20140306,미국,노암 머로,워너브러더스 코리아(주),청소년관람불가,액션,드라마,전쟁,레나 헤디,에바 그린,설리반 스탭플턴
20136060,몬스터,113,20140313,한국,황인호,상상필름(주),청소년관람불가,스릴러,,,이민기,김고은,안서현
20147968,선 오브 갓,137,20140410,미국,크리스토퍼 스펜서,(주)프레인글로벌,12세이상관람가,드라마,,,디오고 모르가도,세바스찬 냅,다윈 쇼
20122021,트랜스포머: 사라진 시대,164,20140625,미국,마이클 베이,씨제이이앤엠(주),12세이상관람가,액션,SF,어드벤처,마크 월버그,제시카 고메즈,니콜라 펠츠
20130442,끝까지 간다,110,20140529,한국,김성훈,(주)에이디사공육,15세이상관람가,액션,스릴러,범죄,이선균,조진웅,신정근
20148807,엣지 오브 투모로우,113,20140604,미국,더그 라이만,워너브러더스 코리아(주),12세이상관람가,액션,SF,,톰 크루즈,에밀리 블런트,빌 팩스톤
20148728,창문 넘어 도망친 100세 노인,114,20140618,스웨덴,플렉스 할그렌,(주)영화사 빅,15세이상관람가,어드벤처,코미디,드라마,로버트 구스타프슨,이와 위클란더,앨런 포드
20148877,그레이스 오브 모나코,102,20140618,프랑스,올리비에 다한,(주)쇼박스,12세이상관람가,드라마,,,니콜 키드먼,팀 로스,프랭크 란젤라
20148795,미녀와 야수,113,20140618,프랑스,크리스토프 갱스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,판타지,멜로/로맨스,,레아 세이두,뱅상 카셀,
20134591,황제를 위하여,104,20140611,한국,박상준,오퍼스픽쳐스(유),청소년관람불가,액션,범죄,,장한새,이민기,박성웅
20147970,그레이트 뷰티,140,20140612,이탈리아,파올로 소렌티노,(주)영화사 진진,청소년관람불가,드라마,,,토니 세르빌로,,
20139201,신의 한 수,117,20140703,한국,조범구,(주)메이스엔터테인먼트,청소년관람불가,범죄,액션,,정우성,안성기,이범수
20148748,그녀,126,20140522,미국,스파이크 존즈,주식회사 더쿱,청소년관람불가,드라마,멜로/로맨스,,호아킨 피닉스,스칼렛 요한슨,에이미 아담스
20140431,메이즈 러너,113,20140918,미국,웨스 볼,이십세기폭스코리아(주),12세이상관람가,액션,미스터리,SF,딜런 오브라이언,카야 스코델라리오,윌 폴터
20149629,비긴 어게인,103,20140813,미국,존 카니,판씨네마(주),15세이상관람가,멜로/로맨스,,,키이라 나이틀리,마크 러팔로,애덤 리바인
20134804,타짜-신의 손,147,20140903,한국,강형철,(주)싸이더스,청소년관람불가,드라마,,,최승현,신세경,곽도원
20140247,베리 굿 걸,90,20140925,미국,나오미 포너,(주)영화사 빅,15세이상관람가,멜로/로맨스,드라마,,다코타 패닝,엘리자베스 올슨,보이드 홀브룩
20136064,해적: 바다로 간 산적,129,20140806,한국,이석훈,(주)하리마오픽쳐스,12세이상관람가,어드벤처,,,김남길,손예진,유해진
20140524,툼스톤,113,20140918,미국,스콧 프랭크,(주)인벤트스톤,청소년관람불가,액션,범죄,드라마,리암 니슨,보이드 홀브룩,
20141113,애나벨,98,20141002,미국,존 R. 레오네티,워너브러더스 코리아(주),15세이상관람가,공포(호러),,,애나벨 월리스,워드 호튼,알프레 우다드
20149811,인투 더 스톰,89,20140828,미국,스티븐 쿼일,워너브러더스 코리아(주),12세이상관람가,액션,스릴러,,리차드 아미티지,사라 웨인 콜리스,제레미 섬터
20140196,프랭크,95,20140925,영국,레니 에이브러햄슨,(주)영화사 진진,15세이상관람가,코미디,드라마,,마이클 패스벤더,도널 글리슨,매기 질렌할
20136863,마담 뺑덕,111,20141002,한국,임필성,(주)영화사동물의왕국,청소년관람불가,멜로/로맨스,,,정우성,이솜,박소영
20137048,국제시장,126,20141217,한국,윤제균,(주)제이케이필름,12세이상관람가,드라마,,,황정민,김윤진,오달수
20143642,테이큰 3,111,20150101,미국,올리비에 메가턴,이십세기폭스코리아(주),15세이상관람가,액션,범죄,스릴러,리암 니슨,팜케 얀센,매기 그레이스
20149859,마다가스카의 펭귄,91,20141231,미국,에릭 다넬,씨제이이앤엠(주),전체관람가,애니메이션,코미디,어드벤처,베네딕트 컴버배치,존 말코비치,톰 맥그라스
20141111,"님아, 그 강을 건너지 마오",85,20141127,한국,진모영,아거스필름,전체관람가,다큐멘터리,,,조병만,강계열,
20149265,기술자들,116,20141224,한국,김홍선,(주)트리니티엔터테인먼트,15세이상관람가,범죄,액션,,김우빈,김영철,고창석
20140226,호빗: 다섯 군대 전투,144,20141217,미국,피터 잭슨,워너브러더스 코리아(주),12세이상관람가,어드벤처,판타지,,마틴 프리먼,이안 맥켈런,리차드 아미티지
20130574,개를 훔치는 완벽한 방법,109,20141231,한국,김성호,(주)삼거리픽쳐스,전체관람가,드라마,가족,,김혜자,이레,최민수
20143344,눈의 여왕 2: 트롤의 마법거울,78,20141224,러시아,알렉세이 트시칠린,씨네그루(주)다우기술,전체관람가,애니메이션,판타지,가족,,,
20147176,상의원,127,20141224,한국,이원석,(주)영화사비단길,15세이상관람가,사극,드라마,,홍수민,한석규,고수
20149120,인터스텔라,169,20141106,미국,크리스토퍼 놀란,워너브러더스 코리아(주),12세이상관람가,SF,,,매튜 매커너히,앤 해서웨이,마이클 케인
20143580,분노의 질주: 더 세븐,137,20150401,미국,제임스 완,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,범죄,스릴러,빈 디젤,폴 워커,드웨인 존슨
20148845,스물,115,20150325,한국,이병헌,(주)영화나무,15세이상관람가,코미디,드라마,,김우빈,이준호,강하늘
20145141,위플래쉬,106,20150312,미국,데이미언 셔젤,(주)쇼박스,15세이상관람가,드라마,,,마일즈 텔러,J.K. 시몬스,
20140110,킹스맨 : 시크릿 에이전트,128,20150211,미국,매튜 본,이십세기폭스코리아(주),청소년관람불가,액션,스릴러,,콜린 퍼스,태런 에저튼,사무엘 L. 잭슨
20156841,신데렐라,113,20150319,미국,케네스 브래너,월트디즈니컴퍼니코리아(주),전체관람가,멜로/로맨스,,,릴리 제임스,리처드 매든,케이트 블란쳇
20144461,인서전트,119,20150325,미국,로베르트 슈벤트케,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,SF,액션,,쉐일린 우들리,테오 제임스,케이트 윈슬렛
20157121,송 원,88,20150401,미국,케이트 베커-플로이랜드,(주)박수엔터테인먼트,15세이상관람가,드라마,멜로/로맨스,,앤 해서웨이,자니 플린,
20140703,장수상회,112,20150409,한국,강제규,(주)빅픽쳐,12세이상관람가,멜로/로맨스,드라마,,박해빛나,박근형,윤여정
20157041,런 올 나이트,115,20150319,미국,자움 콜렛 세라,워너브러더스 코리아(주),청소년관람불가,액션,스릴러,,리암 니슨,조엘 킨나만,에드 해리스
20148461,살인의뢰,102,20150312,한국,손용호,(주)미인픽쳐스,청소년관람불가,범죄,스릴러,,김상경,김성균,박성웅
20134798,연평해전,130,20150624,한국,김학순,(주)로제타시네마,12세이상관람가,드라마,,,김무열,진구,김율호
20148855,극비수사,107,20150618,한국,곽경택,(주)제이콘컴퍼니,15세이상관람가,드라마,범죄,,김윤석,유해진,송영창
20098169,쥬라기 월드,124,20150611,미국,콜린 트레보로우,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,어드벤처,SF,크리스 프랫,주디 그리어,브라이스 달라스 하워드
20136057,소수의견,126,20150624,한국,김성제,(주)하리마오픽쳐스,15세이상관람가,드라마,,,윤계상,유해진,김옥빈
20156749,19곰 테드 2,115,20150625,미국,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디,,,마크 월버그,세스 맥팔레인,아만다 사이프리드
20142856,나의 절친 악당들,109,20150625,한국,임상수,휠므빠말주식회사,청소년관람불가,범죄,액션,드라마,류승범,고준희,류현경
20156970,심야식당,120,20150618,일본,마츠오카 조지,(주)영화사 진진,12세이상관람가,드라마,,,코바야시 카오루,오다기리 죠,타카오카 사키
20159223,데모닉,83,20150625,미국,윌 캐논,(주)와우픽쳐스,15세이상관람가,공포(호러),스릴러,,마리아 벨로,프랭크 그릴로,코디 혼
20141224,경성학교: 사라진 소녀들,99,20150618,한국,이해영,청년필름(주),15세이상관람가,미스터리,드라마,,박보영,엄지원,박소담
20144741,매드 맥스: 분노의 도로,120,20150514,미국,조지 밀러,워너브러더스 코리아(주),15세이상관람가,액션,어드벤처,스릴러,톰 하디,샤를리즈 테론,니콜라스 홀트
20148846,사도,125,20150916,한국,이준익,(주)타이거픽쳐스,12세이상관람가,사극,,,송강호,유아인,문근영
20156557,탐정 : 더 비기닝,119,20150924,한국,김정훈,(주)크리픽쳐스,15세이상관람가,코미디,범죄,,권상우,성동일,박해준
20152022,인턴,121,20150924,미국,낸시 마이어스,워너브러더스 코리아(주),12세이상관람가,코미디,,,앤 해서웨이,로버트 드니로,르네 루소
20150622,메이즈 러너: 스코치 트라이얼,131,20150916,미국,웨스 볼,이십세기폭스코리아(주),12세이상관람가,액션,SF,스릴러,딜런 오브라이언,토마스 생스터,카야 스코델라리오
20148048,베테랑,123,20150805,한국,류승완,(주)외유내강,15세이상관람가,액션,드라마,,황정민,유아인,유해진
20140193,서부전선,111,20150924,한국,천성일,(주)하리마오픽쳐스,12세이상관람가,전쟁,드라마,,설경구,여진구,이경영
20154621,주온: 더 파이널,90,20151001,일본,오치아이 마사유키,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,공포(호러),,,타이라 아이리,키리야마 렌,사사키 노조미
20151421,에베레스트,121,20150924,미국,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,어드벤처,드라마,스릴러,제이슨 클락,조슈 브롤린,키이라 나이틀리
20153025,대니 콜린스,106,20150930,미국,댄 포겔맨,(주)나이너스엔터테인먼트,15세이상관람가,드라마,,,알 파치노,아네트 베닝,제니퍼 가너
20151815,뮨: 달의 요정,85,20150924,프랑스,알렉상드르 헤보얀,씨네그루(주)다우기술,전체관람가,애니메이션,,,조슈아 J. 발라드,오마 사이,
20136068,히말라야,127,20151216,한국,이석훈,(주)제이케이필름,12세이상관람가,드라마,,,황정민,정우,조성하
20150025,내부자들: 디 오리지널,180,20151231,한국,우민호,(유)내부자들 문화전문회사,청소년관람불가,범죄,드라마,,신지수,이병헌,조승우
20154141,스타워즈: 깨어난 포스,135,20151217,미국,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),12세이상관람가,액션,어드벤처,판타지,해리슨 포드,마크 해밀,캐리 피셔
20144442,조선마술사,122,20151230,한국,김대승,위더스필름(주),12세이상관람가,드라마,,,유승호,고아라,곽도원
20154242,몬스터 호텔 2,89,20151224,미국,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,,,아담 샌들러,셀레나 고메즈,케빈 제임스
20145171,대호,139,20151216,한국,박훈정,(주)사나이픽처스,12세이상관람가,사극,,,최민식,정만식,김상호
20155563,어린왕자,106,20151223,프랑스,마크 오스본,씨네그루(주)다우기술,전체관람가,애니메이션,판타지,어드벤처,제프 브리지스,레이첼 맥아담스,매켄지 포이
20157197,라스트 위치 헌터,106,20151230,미국,브렉 에이즈너,TCO(주)더콘텐츠온,15세이상관람가,액션,어드벤처,판타지,빈 디젤,일라이저 우드,로즈 레슬리
20153702,포켓몬 더 무비 XY 후파: 광륜의 초마신,79,20151223,일본,유야마 쿠니히코,(주)이수C&E,전체관람가,애니메이션,어드벤처,판타지,,,
20156807,뽀로로 극장판 컴퓨터 왕국 대모험,62,20151210,한국,박영균,(주)오콘,전체관람가,애니메이션,,,이선,이미자,함수정
20152781,배트맨 대 슈퍼맨: 저스티스의 시작,151,20160324,미국,잭 스나이더,워너브러더스 코리아(주),12세이상관람가,액션,어드벤처,판타지,헨리 카빌,벤 애플렉,에이미 아담스
20155501,주토피아,108,20160217,미국,바이론 하워드,월트디즈니컴퍼니코리아(주),전체관람가,애니메이션,액션,어드벤처,지니퍼 굿윈,제이슨 베이트먼,샤키라
20150902,대배우,108,20160330,한국,석민우,주식회사 영화사다,12세이상관람가,코미디,,,오달수,윤제문,이경영
20162161,미스컨덕트,105,20160330,미국,시모사와 신타로,(주)박수엔터테인먼트,15세이상관람가,범죄,스릴러,,알 파치노,안소니 홉킨스,조쉬 더하멜
20162001,포레스트: 죽음의 숲,93,20160330,미국,제이슨 자다,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,공포(호러),,,나탈리 도메르,테일러 키니,이오인 맥큰
20159643,글로리데이,92,20160324,한국,최정열,(주)보리픽쳐스,15세이상관람가,드라마,,,지수,김준면,류준열
20161881,부활,107,20160317,미국,케빈 레이놀즈,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,,,조셉 파인즈,톰 펠튼,
20161905,나의 그리스식 웨딩 2,94,20160330,미국,커크 존스,(주)이수C&E,15세이상관람가,코미디,,,니아 발다로스,존 코베트,엘레나 캠푸리스
20161364,귀향,127,20160224,한국,조정래,주식회사 제이오엔터테인먼트코리아,15세이상관람가,드라마,,,손숙,강하나,서미지
20161594,마음이 외치고 싶어해,119,20160330,일본,나가이 타츠유키,스튜디오 프로그레시브 인큐베이터,12세이상관람가,애니메이션,,,미나세 이노리,,
20150972,굿바이 싱글,119,20160629,한국,김태곤,호두앤유 엔터테인먼트(주),15세이상관람가,코미디,드라마,,김혜수,마동석,김현수
20163661,레전드 오브 타잔,109,20160629,미국,데이빗 예이츠,워너브러더스 코리아(주),12세이상관람가,액션,어드벤처,,알렉산더 스카스가드,마고 로비,크리스토프 왈츠
20154906,사냥,92,20160629,한국,이우철,(주)빅스톤픽쳐스,15세이상관람가,액션,,,안성기,조진웅,한예리
20150782,인디펜던스 데이 : 리써전스,119,20160622,미국,롤랜드 에머리히,이십세기폭스코리아(주),12세이상관람가,액션,어드벤처,SF,빌 풀만,리암 헴스워스,제프 골드블럼
20162941,컨저링 2,131,20160609,미국,제임스 완,워너브러더스 코리아(주),15세이상관람가,공포(호러),,,베라 파미가,패트릭 윌슨,프란카 포텐테
20159645,특별수사: 사형수의 편지,120,20160616,한국,권종관,(주)콘텐츠케이,15세이상관람가,범죄,드라마,,김명민,김상호,성동일
20144444,아가씨,144,20160601,한국,박찬욱,유한회사 아가씨에프에스,청소년관람불가,스릴러,드라마,,김민희,김태리,하정우
20162967,정글북,105,20160609,미국,존 파브로,월트디즈니컴퍼니코리아(주),12세이상관람가,어드벤처,드라마,,닐 세티,빌 머레이,스칼렛 요한슨
20163215,미 비포 유,110,20160601,미국,테아 샤록,워너브러더스 코리아(주),12세이상관람가,멜로/로맨스,드라마,,에밀리아 클라크,샘 클라플린,매튜 루이스
20090683,500일의 썸머,95,20100121,미국,마크 웹,스네이크 프리뷰,15세이상관람가,드라마,멜로/로맨스,,조셉 고든 레빗,주이 디샤넬,제프리 아렌드
20153443,아수라,132,20160928,한국,김성수,(주)사나이픽처스,청소년관람불가,범죄,액션,,정우성,김현빈,황정민
20164501,미스 페레그린과 이상한 아이들의 집,126,20160928,미국,팀 버튼,이십세기폭스코리아(주),12세이상관람가,미스터리,판타지,,에바 그린,사무엘 L. 잭슨,아사 버터필드
20168885,브리짓 존스의 베이비,122,20160928,미국,샤론 맥과이어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,코미디,멜로/로맨스,,르네 젤위거,콜린 퍼스,패트릭 뎀시
20168891,설리: 허드슨강의 기적,95,20160928,미국,클린트 이스트우드,워너브러더스 코리아(주),12세이상관람가,드라마,,,톰 행크스,아론 에크하트,로라 린니
20159646,밀정,139,20160907,한국,김지운,(주)다크서클픽쳐스,15세이상관람가,액션,,,송강호,공유,한지민
20167839,벤허,123,20160914,미국,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,어드벤처,드라마,,잭 휴스턴,토비 켑벨,모건 프리먼
20160143,피터와 드래곤,102,20160928,미국,데이빗 로워리,월트디즈니컴퍼니코리아(주),전체관람가,어드벤처,가족,판타지,브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리
20167481,맨 인 더 다크,88,20161005,미국,페드 알바레즈,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,,,제인 레비,딜런 미네트,스티븐 랭
20168361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,57,20160928,영국,다라 오코넬,와이드 릴리즈(주),전체관람가,애니메이션,,,,,
20169764,백설공주 : 사라진 아빠를 찾아서,75,20160929,중국,벤 차오,예지림엔터테인먼트,전체관람가,애니메이션,가족,,이제인,사문영,박상훈
20161725,마스터,142,20161221,한국,조의석,영화사 집,15세이상관람가,액션,범죄,,이병헌,강동원,김우빈
20163183,로그 원: 스타워즈 스토리,133,20161228,미국,가렛 에드워즈,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,액션,어드벤처,판타지,펠리시티 존스,디에고 루나,매즈 미켈슨
20162025,씽,107,20161221,미국,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,뮤지컬,,매튜 매커너히,리즈 위더스푼,스칼렛 요한슨
20144641,판도라,135,20161207,한국,박정우,(주)씨에이씨엔터테인먼트,12세이상관람가,드라마,스릴러,,김남길,김영애,문정희
20167904,라라랜드,127,20161207,미국,데이미언 셔젤,판씨네마(주),12세이상관람가,드라마,뮤지컬,멜로/로맨스,엠마 스톤,라이언 고슬링,핀 위트록
20161872,너의 이름은.,106,20170104,일본,신카이 마코토,메가박스중앙(주)플러스엠,12세이상관람가,애니메이션,드라마,멜로/로맨스,카미키 류노스케,카미시라이시 모네,나가사와 마사미
20162727,루돌프와 많이있어,88,20161228,일본,유야마 쿠니히코,씨제이이앤엠(주),전체관람가,애니메이션,,,김율,신용우,홍범기
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,94,20161222,일본,유야마 쿠니히코,(주)이수C&E,전체관람가,애니메이션,어드벤처,판타지,,,
20152371,"당신, 거기 있어줄래요",110,20161214,한국,홍지영,(주)수필름,12세이상관람가,판타지,드라마,,김윤석,변요한,채서진
20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,103,20161221,일본,야쿠와 신노스케,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,,,채민지,김정아,최낙윤
20164721,미녀와 야수,129,20170316,미국,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,멜로/로맨스,판타지,뮤지컬,엠마 왓슨,댄 스티븐스,루크 에반스
20162181,프리즌,124,20170323,한국,나현,(주)큐로홀딩스,청소년관람불가,범죄,액션,,한석규,김래원,정웅인
20163194,공각기동대 : 고스트 인 더 쉘,106,20170329,미국,루퍼트 샌더스,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,SF,범죄,액션,스칼렛 요한슨,마이클 피트,마이클 윈코트
