movie_name,time,year,nation,director,company,grade,genre1,genre2,genre3,actor1,actor2,actor3,poster_url,link_url,user_rating
아랑,97,20060628,한국,안상훈,㈜더드림앤드픽쳐스,15세관람가,공포(호러),,,송윤아,이동욱,김정우,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149108_P01_141340.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149108,0.00
비열한 거리,141,20060615,한국,유하,(주)싸이더스,18세관람가,액션,범죄,드라마,조인성,천호진,김원진,https://ssl.pstatic.net/imgmovie/mdi/mit110/1165/116577_P10_150756.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116577,5.71
엑스맨 : 최후의 전쟁,103,20060615,미국,브렛 래트너,이십세기폭스필름코퍼레이션,12세관람가,SF,액션,,휴 잭맨,할리 베리,이안 맥켈런,https://ssl.pstatic.net/imgmovie/mdi/mit110/0439/D3995-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43995,7.47
럭키 넘버 슬레븐,105,20060622,미국,폴 맥기건,롯데쇼핑㈜롯데엔터테인먼트,18세관람가,스릴러,범죄,,조쉬 하트넷,브루스 윌리스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0474/D7401-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47401,8.21
강적,118,20060622,한국,조민호,(주)미로비젼,15세관람가,액션,드라마,,박중훈,천정명,강민수,https://ssl.pstatic.net/imgmovie/mdi/mit110/1302/130211_P01_171315.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130211,9.00
아치와 씨팍,90,20060628,한국,조범진,제이팀스튜디오(주),18세관람가,애니메이션,코미디,액션,류승범,임창정,최준영,https://ssl.pstatic.net/imgmovie/mdi/mit110/0324/C2470-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32470,7.57
착신아리 파이널,103,20060622,일본,아소 마나부,씨제이엔터테인먼트,15세관람가,공포(호러),,,호리키타 마키,구로키 메이사,장근석,https://ssl.pstatic.net/imgmovie/mdi/mit110/0583/E8387-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58387,3.84
하프 라이트,105,20060628,미국,크레이그 로젠버그,레이크쇼어 엔터테인먼트,15세관람가,스릴러,,,데미 무어,한스 매디슨,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1747/174790_P01_173635.jpeg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174790,0.00
포세이돈,98,20060531,미국,볼프강 페터젠,워너 브러더스 픽쳐스,12세관람가,액션,드라마,스릴러,커트 러셀,조쉬 루카스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1234/123448_P06_154913.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123448,3.91
타짜,139,20060928,한국,최동훈,(주)영화사참,18세관람가,드라마,,,조승우,김혜수,백윤식,https://ssl.pstatic.net/imgmovie/mdi/mit110/0969/96951_P02_144524.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=96951,8.12
가문의 부활 - 가문의 영광3,128,20060921,한국,정용기,(주)태원엔터테인먼트,15세관람가,코미디,,,신현준,김원희,김수미,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7729-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57729,3.97
우리들의 행복한 시간,120,20060914,한국,송해성,(주)엘제이필름,15세관람가,드라마,,,강동원,이나영,윤여정,https://ssl.pstatic.net/imgmovie/mdi/mit110/1003/100364_P01_184157.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100364,0.00
라디오 스타,115,20060928,한국,이준익,(주)영화사아침,12세관람가,드라마,,,박중훈,안성기,김현아,https://ssl.pstatic.net/imgmovie/mdi/mit110/0917/91796_P01_164300.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91796,3.43
BB프로젝트,108,20060928,홍콩,진목승,브에나비스타인터내셔널코리아,12세관람가,액션,,,성룡,고천락,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0627/F2742-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62742,8.53
잘 살아보세,120,20060928,한국,안진우,(주)굿플레이어,12세관람가,코미디,,,김정은,이범수,이창환,https://ssl.pstatic.net/imgmovie/mdi/mit110/1366/136662_P01_143141.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136662,4.50
앤트 불리,88,20060928,미국,존 A. 데이비스,워너 브러더스 픽쳐스,전체관람가,애니메이션,코미디,,줄리아 로버츠,니콜라스 케이지,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0626/F2626-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62626,8.30
구미호 가족,102,20060928,한국,이형곤,(주)엠케이픽처스 ,15세관람가,코미디,뮤지컬,판타지,주현,최경원,박준규,https://ssl.pstatic.net/imgmovie/mdi/mit110/0463/D6330-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46330,5.51
야연,112,20060921,중국,펑샤오강,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,사극,멜로/로맨스,,장쯔이,갈우,오언조,https://ssl.pstatic.net/imgmovie/mdi/mit110/0629/F2960-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62960,6.95
귀향,120,20060921,스페인,페드로 알모도바르,까날 플러스,15세관람가,드라마,판타지,,페넬로페 크루즈,카르멘 마우라,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167108_P02_113945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167108,7.85
박물관이 살아있다!,108,20061221,미국,숀 레비,이십세기폭스필름코퍼레이션,전체관람가,코미디,어드벤처,,벤 스틸러,로빈 윌리엄스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180002_P10_095902.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180002,7.56
미녀는 괴로워,120,20061214,한국,김용화,리얼라이즈픽쳐스(주),12세이상관람가,멜로/로맨스,코미디,,김아중,주진모,김현숙,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164989,0.00
조폭마누라3,115,20061228,한국,조진규,(주)쇼박스,15세이상관람가,액션,코미디,,최령,이범수,서기,https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/C9756-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39756,7.54
중천,102,20061221,한국,조동오,(주)나비픽처스,12세이상관람가,액션,드라마,판타지,정우성,김태희,정욱,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4008-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44008,5.60
007 카지노 로얄,145,20061221,미국,마틴 캠벨,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,액션,,,다니엘 크레이그,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0421/D2117-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42117,8.04
올드미스다이어리,108,20061221,한국,김석윤,(주)싸이더스,12세이상관람가,코미디,,,예지원,최찬숙,지현우,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7794-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57794,8.57
해피 피트,108,20061221,미국,조지 밀러,빌리지 로드쇼 픽쳐스,전체관람가,애니메이션,코미디,,로빈 윌리엄스,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77117_P07_161704.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77117,8.99
로맨틱 홀리데이,135,20061214,미국,낸시 마이어스,UIP코리아,15세이상관람가,코미디,멜로/로맨스,,카메론 디아즈,케이트 윈슬렛,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4126-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64126,8.65
수면의 과학,106,20061221,프랑스,미셸 공드리,퍼티잔,15세이상관람가,코미디,판타지,,가엘 가르시아 베르날,샤를로뜨 갱스부르,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0443/44354_P57_163427.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44354,7.95
미스 리틀 선샤인,102,20061221,미국,조나단 데이턴,빅비치필름즈,15세이상관람가,코미디,드라마,,그렉 키니어,토니 콜렛,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0605/F0530-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60530,8.97
이장과 군수,113,20070329,한국,장규성,(주)싸이더스,12세이상관람가,코미디,,,차승원,유해진,김응수,https://ssl.pstatic.net/imgmovie/mdi/mit110/1161/116106_P01_120405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116106,6.50
300,116,20070314,미국,잭 스나이더,워너 브러더스 픽쳐스,청소년관람불가,액션,,,제라드 버틀러,레나 헤디,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1839/183965_P01_165051.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183965,0.00
향수 : 어느 살인자의 이야기,146,20070322,영국,톰 티크베어,(주)누리픽쳐스,15세이상관람가,드라마,스릴러,,벤 위쇼,더스틴 호프만,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52553_P43_112309.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52553,8.28
넘버23,98,20070322,미국,조엘 슈마허,뉴라인 시네마,15세이상관람가,스릴러,,,짐 캐리,버지니아 매드슨,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0657/F5723-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65723,6.72
뷰티풀 선데이,117,20070329,한국,진광교,시네라인투(주),청소년관람불가,스릴러,,,박용우,남궁민,김응수,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2233-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62233,7.38
블랙북,134,20070329,네덜란드,폴 버호벤,(주)프라임엔터테인먼트,청소년관람불가,드라마,스릴러,전쟁,세바스티안 코치,캐리스 밴 허슨,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0610/F1095-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61095,8.84
브레이크 업 : 이별후애(愛),105,20070322,미국,페이튼 리드,유니버셜 픽쳐스,15세관람가,코미디,멜로/로맨스,,제니퍼 애니스턴,빈스 본,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0604/F0486-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60486,7.34
그 여자 작사 그 남자 작곡,103,20070228,미국,마크 로렌스,캐슬 락 엔터테인먼트,12세이상관람가,멜로/로맨스,드라마,,휴 그랜트,드류 베리모어,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0947/94737_P01_102139.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94737,9.00
빼꼼의 머그잔 여행,76,20070322,한국,임아론,(합)알지애니메이션스튜디오,전체관람가,드라마,어드벤처,,이선,박상호,김태균,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/F6150-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66150,7.96
수,122,20070322,한국,최양일,(주)트리쯔클럽 ,청소년관람불가,액션,,,지진희,강성연,최정우,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185389_P00_103720.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185389,0.00
트랜스포머,135,20070628,미국,마이클 베이,드림웍스픽쳐스,12세이상관람가,SF,액션,어드벤처,샤이아 라보프,메간 폭스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1236/123630_P39_100640.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123630,6.29
검은 집,103,20070621,한국,신태라,씨제이엔터테인먼트,청소년관람불가,스릴러,미스터리,공포(호러),김혜정,황정민,유선,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122566_P01_105956.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122566,5.33
슈렉3,92,20070606,미국,크리스 밀러,드림웍스 애니메이션,전체관람가,애니메이션,코미디,어드벤처,카메론 디아즈,마이크 마이어스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0438/D3838-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43838,6.54
오션스 써틴,121,20070614,미국,스티븐 소더버그,워너브러더스 코리아(주),12세이상관람가,범죄,드라마,코미디,조지 클루니,브래드 피트,맷 데이먼,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7758-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57758,7.27
캐리비안의 해적: 세상의 끝에서,168,20070523,미국,고어 버빈스키,제리 브룩하이머 필름,12세이상관람가,액션,코미디,어드벤처,조니 뎁,올랜도 블룸,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0436/D3679-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43679,8.21
4.4.4,94,20070620,미국,롤랑 조페,(주)쇼박스,청소년관람불가,범죄,공포(호러),스릴러,엘리샤 커스버트,다니엘 길리스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/F5296-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65296,4.44
황진이,141,20070606,한국,장윤현,(주)씨네이천,15세이상관람가,드라마,멜로/로맨스,,송혜교,유지태,류승룡,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144903_P01_165459.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144903,4.00
밀양,141,20070523,한국,이창동,파인하우스필름(주),15세이상관람가,드라마,,,전도연,송강호,조영진,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148854,0.00
씨노이블,84,20070628,미국,그레고리 다크,(주)미로비젼,청소년관람불가,공포(호러),,,케인,크리스티나 비달,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1209/120915_P01_151225.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120915,9.71
두 번째 사랑,104,20070621,한국,김진아,나우필름(주),청소년관람불가,드라마,멜로/로맨스,,하정우,파미가 베라,데이비드 맥기니스,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149149_P00_115851.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149149,7.75
사랑,104,20070919,한국,곽경택,(주)진인사필름,15세이상관람가,멜로/로맨스,액션,,주진모,박시연,김민준,https://ssl.pstatic.net/imgmovie/mdi/mit110/1827/182777_P13_144610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182777,9.70
본 얼티메이텀,115,20070912,미국,폴 그린그래스,유니버셜 픽쳐스,12세이상관람가,액션,스릴러,미스터리,맷 데이먼,줄리아 스타일즈,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0590/59075_P48_111546.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=59075,9.25
권순분여사 납치사건,120,20070912,한국,김상진,(주)어나더썬데이,15세이상관람가,코미디,,,김서현,강성진,유해진,https://ssl.pstatic.net/imgmovie/mdi/mit110/0656/F5649-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65649,7.50
즐거운 인생,112,20070913,한국,이준익,(주)영화사아침,전체관람가,드라마,,,김상호,김윤석,주진모,https://ssl.pstatic.net/imgmovie/mdi/mit110/1318/131859_P01_164754.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131859,0.00
상사부일체,110,20070919,한국,심승보,(주)두손시네마,15세이상관람가,코미디,액션,,손창민,박상면,김성민,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5058-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65058,3.25
인베이젼,93,20070920,미국,올리버 히르비겔,빌리지 로드쇼 픽쳐스,15세이상관람가,SF,공포(호러),스릴러,니콜 키드먼,다니엘 크레이그,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1634/163471_P01_174702.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163471,0.00
두 얼굴의 여친,117,20070913,한국,이석훈,(주)화인웍스,15세이상관람가,멜로/로맨스,코미디,,봉태규,정려원,진태현,https://ssl.pstatic.net/imgmovie/mdi/mit110/0655/F5532-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65532,8.00
마이 파더,105,20070906,한국,황동혁,시네라인투(주),15세이상관람가,드라마,가족,,김영철,다니엘 헤니,안석환,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183178_P01_170420.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183178,0.00
원스,86,20070920,아일랜드,존 카니,(주)제이앤씨미디어그룹,전체관람가,드라마,,,글렌 하사드,마르케타 이글로바,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172836_P01_103329.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172836,9.82
어머니는 죽지 않는다,93,20070912,한국,하명중,HMJ필름,12세이상관람가,가족,드라마,,조영민,하명중,노민우,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5063-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65063,8.06
황금 나침반,113,20071218,미국,크리스 웨이츠,뉴라인 시네마,전체관람가,판타지,드라마,액션,다니엘 크레이그,니콜 키드먼,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1257/125708_P11_152153.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125708,6.92
내셔널 트레져:비밀의 책,124,20071219,미국,존 터틀타웁,제리 브룩하이머 필름,12세이상관람가,액션,어드벤처,,니콜라스 케이지,존 보이트,다이앤 크루거,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6746-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36746,7.96
기다리다 미쳐,108,20080101,한국,류승진,블루버스 픽쳐스,15세이상관람가,멜로/로맨스,,,손태영,장근석,데니 안/ 안신원,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4195-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64195,7.37
색즉시공 시즌2,112,20071212,한국,윤태윤,(주)두사부필름,청소년관람불가,코미디,,,임창정,송지효,최성국,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2219-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62219,8.11
마고리엄의 장난감 백화점,93,20071224,미국,자크 헬름,㈜스튜디오이쩜영,전체관람가,가족,코미디,판타지,나탈리 포트만,더스틴 호프만,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5000-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65000,5.14
P.S. 아이 러브 유,125,20080103,미국,리차드 라그라브네스,(주)쇼박스,15세이상관람가,멜로/로맨스,드라마,,힐러리 스웽크,제라드 버틀러,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/F9099-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69099,8.35
나는 전설이다,97,20071212,미국,프란시스 로렌스,워너 브러더스 픽쳐스,12세이상관람가,SF,드라마,액션,윌 스미스,알리스 브라가,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77143_P01_120610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77143,7.40
앨빈과 슈퍼밴드,91,20071219,미국,팀 힐,이십세기폭스필름코퍼레이션,전체관람가,코미디,가족,애니메이션,저스틴 롱,제시 맥카트니,제이슨 리,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113301_P06_103056.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113301,8.29
어거스트 러쉬,113,20071129,미국,커스틴 쉐리단,사우스포우 엔터테인먼트,전체관람가,드라마,,,프레디 하이모어,조나단 리스 마이어스,케리 러셀,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/66158_P48_135633.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66158,9.00
아메리칸 갱스터,156,20071227,미국,리들리 스콧,유니버셜 픽쳐스,청소년관람불가,범죄,드라마,,덴젤 워싱턴,러셀 크로우,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0621/F2175-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62175,8.44
어웨이크,84,20080327,미국,조비 해롤드,(주)프라임엔터테인먼트,15세이상관람가,스릴러,드라마,,헤이든 크리스텐슨,제시카 알바,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1780/178031_P01_172226.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178031,0.00
추격자,123,20080214,한국,나홍진,(주)영화사비단길,청소년관람불가,범죄,스릴러,액션,김윤석,하정우,서영희,https://ssl.pstatic.net/imgmovie/mdi/mit110/1681/168118_P09_141405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168118,5.40
천일의 스캔들,115,20080320,미국,저스틴 채드윅,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,사극,멜로/로맨스,,나탈리 포트만,스칼렛 요한슨,에릭 바나,https://ssl.pstatic.net/imgmovie/mdi/mit110/0618/F1845-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61845,8.17
숙명,123,20080320,한국,김해곤,엠케이디케이,청소년관람불가,드라마,액션,,송승헌,권상우,김인권,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172164,0.00
스텝업 2 : 더 스트리트,97,20080313,미국,존 추,㈜스튜디오이쩜영,12세이상관람가,멜로/로맨스,드라마,,선자 손,윌 켐프,브리아나 에비건,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5253-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45253,8.65
댄 인 러브,98,20080327,미국,피터 헤지스,씨제이엔터테인먼트,12세이상관람가,코미디,드라마,멜로/로맨스,줄리엣 비노쉬,스티브 카렐,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0693/F9339-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69339,8.24
"10,000 BC",109,20080313,미국,롤랜드 에머리히,워너브러더스 코리아(주),15세이상관람가,어드벤처,드라마,,스티븐 스트레이트,카밀라 벨,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0686/F8686-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68686,5.41
데스 디파잉:어느 마술사의 사랑,96,20080327,영국,질리안 암스트롱,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,멜로/로맨스,스릴러,캐서린 제타-존스,가이 피어스,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0642/F4225-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64225,5.25
어메이징 그레이스,118,20080320,미국,마이클 앱티드,이십세기폭스코리아(주),전체관람가,사극,드라마,,이안 그루퍼드,로몰라 가레이,마이클 갬본,https://ssl.pstatic.net/imgmovie/mdi/mit110/1460/146068_P02_155424.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146068,10.00
워터호스,111,20080320,미국,제이 러셀,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,어드벤처,가족,판타지,에밀리 왓슨,벤 채플린,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0658/F5877-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65877,8.13
원티드,110,20080626,미국,티무르 베크맘베토브,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,스릴러,액션,,제임스 맥어보이,안젤리나 졸리,모건 프리먼,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185376_P01_161233.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185376,0.00
강철중: 공공의 적 1-1,127,20080619,한국,강우석,(주)시네마서비스글로벌,15세이상관람가,드라마,액션,,설경구,정재영,강신일,https://ssl.pstatic.net/imgmovie/mdi/mit110/0682/F8217-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68217,8.53
크로싱,112,20080626,한국,김태균,(주)캠프비,12세이상관람가,드라마,,,차인표,신명철,주다영,https://ssl.pstatic.net/imgmovie/mdi/mit110/1795/179540_P01_143111.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179540,0.00
쿵푸 팬더,92,20080605,미국,마크 오스본,씨제이엔터테인먼트,전체관람가,애니메이션,코미디,액션,더스틴 호프만,루시 리우,잭 블랙,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97692_P29_155613.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97692,8.62
섹스 앤 더 시티,143,20080605,미국,마이클 패트릭 킹,에스케이텔레콤(주),청소년관람불가,멜로/로맨스,코미디,,사라 제시카 파커,킴 캐트럴,신시아 닉슨,https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53084_P67_114529.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53084,7.75
인크레더블 헐크,113,20080612,미국,루이스 리테리어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,판타지,SF,에드워드 노튼,리브 타일러,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/F2560-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62560,8.29
무림여대생,115,20080626,한국,곽재용,포도필름,15세이상관람가,멜로/로맨스,액션,코미디,신민아,온주완,유건,https://ssl.pstatic.net/imgmovie/mdi/mit110/0456/D5668-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45668,4.77
겟 스마트,110,20080619,미국,피터 시걸,워너브러더스 코리아(주),12세이상관람가,범죄,액션,코미디,스티브 카렐,앤 해서웨이,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73550,10.00
21,122,20080619,미국,로버트 루케틱,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,범죄,드라마,,짐 스터게스,케빈 스페이시,케이트 보스워스,https://ssl.pstatic.net/imgmovie/mdi/mit110/1760/176092_P01_173607.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176092,0.00
걸스카우트,99,20080605,한국,김상만,(주)보경사,15세이상관람가,드라마,범죄,코미디,나문희,김선아,고준희,https://ssl.pstatic.net/imgmovie/mdi/mit110/0660/F6025-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66025,5.91
맘마미아!,108,20080903,미국,필리다 로이드,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,멜로/로맨스,뮤지컬,,아만다 사이프리드,메릴 스트립,콜린 퍼스,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,8.97
트럭,96,20080925,한국,권형진,(주)싸이더스,청소년관람불가,범죄,스릴러,,유해진,진구,김태한,https://ssl.pstatic.net/imgmovie/mdi/mit110/1698/169844_P01_174444.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169844,0.00
신기전,134,20080904,한국,김유진,(주)시네마서비스글로벌,15세이상관람가,사극,드라마,액션,정재영,한은정,안성기,https://ssl.pstatic.net/imgmovie/mdi/mit110/0638/F3824-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63824,8.29
멋진 하루,123,20080925,한국,이윤기,(주)스폰지이엔티,12세이상관람가,드라마,멜로/로맨스,,전도연,하정우,김혜옥,https://ssl.pstatic.net/imgmovie/mdi/mit110/1656/165697_P01_170113.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165697,0.00
영화는 영화다,112,20080911,한국,장훈,(주)김기덕 필름,청소년관람불가,액션,드라마,범죄,소지섭,강지환,홍수현,https://ssl.pstatic.net/imgmovie/mdi/mit110/1832/183275_P14_113806.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183275,10.00
고고 70,118,20081003,한국,최호,(주)보경사,15세이상관람가,드라마,,,곽선영,조승우,신민아,https://ssl.pstatic.net/imgmovie/mdi/mit110/0692/F9299-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69299,8.00
