109,우리들의 행복한 시간,120,20060914,한국,송해성,(주)엘제이필름,15세관람가,4,99,20,789,https://ssl.pstatic.net/imgmovie/mdi/mit110/1003/100364_P01_184157.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100364,0
110,라디오 스타,115,20060928,한국,이준익,(주)영화사아침,12세관람가,4,93,345,790,https://ssl.pstatic.net/imgmovie/mdi/mit110/0917/91796_P01_164300.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=91796,3.43
111,BB프로젝트,108,20060928,홍콩,진목승,브에나비스타인터내셔널코리아,12세관람가,13,32,464,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0627/F2742-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62742,8.53
112,잘 살아보세,120,20060928,한국,안진우,(주)굿플레이어,12세관람가,16,68,29,791,https://ssl.pstatic.net/imgmovie/mdi/mit110/1366/136662_P01_143141.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136662,4.5
113,앤트 불리,88,20060928,미국,존 A. 데이비스,워너 브러더스 픽쳐스,전체관람가,12,100,130,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0626/F2626-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62626,8.3
114,구미호 가족,102,20060928,한국,이형곤,(주)엠케이픽처스,15세관람가,16,101,182,792,https://ssl.pstatic.net/imgmovie/mdi/mit110/0463/D6330-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=46330,5.51
115,야연,112,20060921,중국,펑샤오강,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,9,102,465,793,https://ssl.pstatic.net/imgmovie/mdi/mit110/0629/F2960-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62960,6.95
116,귀향,120,20060921,스페인,페드로 알모도바르,까날 플러스,15세관람가,4,58,466,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1671/167108_P02_113945.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167108,7.85
117,박물관이 살아있다!,108,20061221,미국,숀 레비,이십세기폭스필름코퍼레이션,전체관람가,16,103,77,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1800/180002_P10_095902.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180002,7.56
118,미녀는 괴로워,120,20061214,한국,김용화,리얼라이즈픽쳐스(주),12세이상관람가,5,104,123,794,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164989,0
119,조폭마누라3,115,20061228,한국,조진규,(주)쇼박스,15세이상관람가,13,105,29,795,https://ssl.pstatic.net/imgmovie/mdi/mit110/0397/C9756-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39756,7.54
120,중천,102,20061221,한국,조동오,(주)나비픽처스,12세이상관람가,13,106,467,796,https://ssl.pstatic.net/imgmovie/mdi/mit110/0440/D4008-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44008,5.6
121,007 카지노 로얄,145,20061221,미국,마틴 캠벨,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,13,107,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0421/D2117-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42117,8.04
122,올드미스다이어리,108,20061221,한국,김석윤,(주)싸이더스,12세이상관람가,16,108,468,797,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7794-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57794,8.57
123,해피 피트,108,20061221,미국,조지 밀러,빌리지 로드쇼 픽쳐스,전체관람가,12,77,,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77117_P07_161704.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77117,8.99
124,로맨틱 홀리데이,135,20061214,미국,낸시 마이어스,UIP코리아,15세이상관람가,16,109,469,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4126-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64126,8.65
125,수면의 과학,106,20061221,프랑스,미셸 공드리,퍼티잔,15세이상관람가,16,110,470,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0443/44354_P57_163427.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44354,7.95
126,미스 리틀 선샤인,102,20061221,미국,조나단 데이턴,빅비치필름즈,15세이상관람가,16,111,471,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0605/F0530-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60530,8.97
127,이장과 군수,113,20070329,한국,장규성,(주)싸이더스,12세이상관람가,16,112,154,27,https://ssl.pstatic.net/imgmovie/mdi/mit110/1161/116106_P01_120405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116106,6.5
128,300,116,20070314,미국,잭 스나이더,워너 브러더스 픽쳐스,청소년관람불가,13,39,300,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1839/183965_P01_165051.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183965,0
129,향수 : 어느 살인자의 이야기,146,20070322,영국,톰 티크베어,(주)누리픽쳐스,15세이상관람가,4,113,146,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0525/52553_P43_112309.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=52553,8.28
130,넘버23,98,20070322,미국,조엘 슈마허,뉴라인 시네마,15세이상관람가,11,79,472,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0657/F5723-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65723,6.72
131,뷰티풀 선데이,117,20070329,한국,진광교,시네라인투(주),청소년관람불가,11,114,473,27,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2233-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62233,7.38
132,블랙북,134,20070329,네덜란드,폴 버호벤,(주)프라임엔터테인먼트,청소년관람불가,4,115,474,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0610/F1095-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61095,8.84
133,브레이크 업 : 이별후애(愛),105,20070322,미국,페이튼 리드,유니버셜 픽쳐스,15세관람가,16,14,475,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0604/F0486-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=60486,7.34
134,그 여자 작사 그 남자 작곡,103,20070228,미국,마크 로렌스,캐슬 락 엔터테인먼트,12세이상관람가,5,4,476,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0947/94737_P01_102139.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94737,9
135,빼꼼의 머그잔 여행,76,20070322,한국,임아론,(합)알지애니메이션스튜디오,전체관람가,4,116,477,293,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/F6150-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66150,7.96
136,수,122,20070322,한국,최양일,(주)트리쯔클럽,청소년관람불가,13,117,478,798,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185389_P00_103720.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185389,0
137,트랜스포머,135,20070628,미국,마이클 베이,드림웍스픽쳐스,12세이상관람가,18,118,479,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1236/123630_P39_100640.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123630,6.29
138,검은 집,103,20070621,한국,신태라,씨제이엔터테인먼트,청소년관람불가,11,72,12,799,https://ssl.pstatic.net/imgmovie/mdi/mit110/1225/122566_P01_105956.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=122566,5.33
139,슈렉3,92,20070606,미국,크리스 밀러,드림웍스 애니메이션,전체관람가,12,109,5,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0438/D3838-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43838,6.54
140,오션스 써틴,121,20070614,미국,스티븐 소더버그,워너브러더스 코리아(주),12세이상관람가,8,85,274,124,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/E7758-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57758,7.27
141,캐리비안의 해적: 세상의 끝에서,168,20070523,미국,고어 버빈스키,제리 브룩하이머 필름,12세이상관람가,13,119,423,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0436/D3679-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=43679,8.21
142,4.4.4,94,20070620,미국,롤랑 조페,(주)쇼박스,청소년관람불가,8,120,480,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/F5296-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65296,4.44
143,황진이,141,20070606,한국,장윤현,(주)씨네이천,15세이상관람가,4,76,195,270,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144903_P01_165459.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144903,4
144,밀양,141,20070523,한국,이창동,파인하우스필름(주),15세이상관람가,4,19,196,800,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148854,0
145,씨노이블,84,20070628,미국,그레고리 다크,(주)미로비젼,청소년관람불가,2,121,481,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1209/120915_P01_151225.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120915,9.71
146,두 번째 사랑,104,20070621,한국,김진아,나우필름(주),청소년관람불가,4,122,482,801,https://ssl.pstatic.net/imgmovie/mdi/mit110/1491/149149_P00_115851.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=149149,7.75
147,사랑,104,20070919,한국,곽경택,(주)진인사필름,15세이상관람가,5,123,483,63,https://ssl.pstatic.net/imgmovie/mdi/mit110/1827/182777_P13_144610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182777,9.7
148,본 얼티메이텀,115,20070912,미국,폴 그린그래스,유니버셜 픽쳐스,12세이상관람가,13,124,484,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0590/59075_P48_111546.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=59075,9.25
149,권순분여사 납치사건,120,20070912,한국,김상진,(주)어나더썬데이,15세이상관람가,16,125,485,154,https://ssl.pstatic.net/imgmovie/mdi/mit110/0656/F5649-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65649,7.5
150,즐거운 인생,112,20070913,한국,이준익,(주)영화사아침,전체관람가,4,126,136,123,https://ssl.pstatic.net/imgmovie/mdi/mit110/1318/131859_P01_164754.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=131859,0
151,상사부일체,110,20070919,한국,심승보,(주)두손시네마,15세이상관람가,16,10,486,802,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5058-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65058,3.25
152,인베이젼,93,20070920,미국,올리버 히르비겔,빌리지 로드쇼 픽쳐스,15세이상관람가,18,34,107,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1634/163471_P01_174702.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163471,0
153,두 얼굴의 여친,117,20070913,한국,이석훈,(주)화인웍스,15세이상관람가,5,82,487,455,https://ssl.pstatic.net/imgmovie/mdi/mit110/0655/F5532-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65532,8
154,마이 파더,105,20070906,한국,황동혁,시네라인투(주),15세이상관람가,4,127,488,803,https://ssl.pstatic.net/imgmovie/mdi/mit110/1831/183178_P01_170420.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183178,0
155,원스,86,20070920,아일랜드,존 카니,(주)제이앤씨미디어그룹,전체관람가,4,128,489,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1728/172836_P01_103329.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172836,9.82
156,어머니는 죽지 않는다,93,20070912,한국,하명중,HMJ필름,12세이상관람가,1,129,490,804,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5063-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65063,8.06
157,황금 나침반,113,20071218,미국,크리스 웨이츠,뉴라인 시네마,전체관람가,17,107,34,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1257/125708_P11_152153.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125708,6.92
158,내셔널 트레져:비밀의 책,124,20071219,미국,존 터틀타웁,제리 브룩하이머 필름,12세이상관람가,13,130,491,24,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6746-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36746,7.96
159,기다리다 미쳐,108,20080101,한국,류승진,블루버스 픽쳐스,15세이상관람가,5,131,492,805,https://ssl.pstatic.net/imgmovie/mdi/mit110/0641/F4195-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64195,7.37
160,색즉시공 시즌2,112,20071212,한국,윤태윤,(주)두사부필름,청소년관람불가,16,132,493,806,https://ssl.pstatic.net/imgmovie/mdi/mit110/0622/F2219-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62219,8.11
161,마고리엄의 장난감 백화점,93,20071224,미국,자크 헬름,㈜스튜디오이쩜영,전체관람가,1,133,146,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0650/F5000-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65000,5.14
162,P.S. 아이 러브 유,125,20080103,미국,리차드 라그라브네스,(주)쇼박스,15세이상관람가,5,47,39,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/F9099-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69099,8.35
163,나는 전설이다,97,20071212,미국,프란시스 로렌스,워너 브러더스 픽쳐스,12세이상관람가,18,50,494,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0771/77143_P01_120610.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=77143,7.4
164,앨빈과 슈퍼밴드,91,20071219,미국,팀 힐,이십세기폭스필름코퍼레이션,전체관람가,16,134,495,584,https://ssl.pstatic.net/imgmovie/mdi/mit110/1133/113301_P06_103056.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113301,8.29
165,어거스트 러쉬,113,20071129,미국,커스틴 쉐리단,사우스포우 엔터테인먼트,전체관람가,4,65,496,807,https://ssl.pstatic.net/imgmovie/mdi/mit110/0661/66158_P48_135633.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66158,9
166,아메리칸 갱스터,156,20071227,미국,리들리 스콧,유니버셜 픽쳐스,청소년관람불가,8,31,213,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0621/F2175-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62175,8.44
167,어웨이크,84,20080327,미국,조비 해롤드,(주)프라임엔터테인먼트,15세이상관람가,11,135,418,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1780/178031_P01_172226.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178031,0
168,추격자,123,20080214,한국,나홍진,(주)영화사비단길,청소년관람불가,8,136,122,808,https://ssl.pstatic.net/imgmovie/mdi/mit110/1681/168118_P09_141405.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168118,5.4
169,천일의 스캔들,115,20080320,미국,저스틴 채드윅,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,9,133,362,763,https://ssl.pstatic.net/imgmovie/mdi/mit110/0618/F1845-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=61845,8.17
170,숙명,123,20080320,한국,김해곤,엠케이디케이,청소년관람불가,4,137,78,203,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172164,0
171,스텝업 2 : 더 스트리트,97,20080313,미국,존 추,㈜스튜디오이쩜영,12세이상관람가,5,138,497,809,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5253-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45253,8.65
172,댄 인 러브,98,20080327,미국,피터 헤지스,씨제이엔터테인먼트,12세이상관람가,16,139,150,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0693/F9339-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69339,8.24
173,"10,000 BC",109,20080313,미국,롤랜드 에머리히,워너브러더스 코리아(주),15세이상관람가,14,140,498,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0686/F8686-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68686,5.41
174,데스 디파잉:어느 마술사의 사랑,96,20080327,영국,질리안 암스트롱,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,4,141,252,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0642/F4225-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64225,5.25
175,어메이징 그레이스,118,20080320,미국,마이클 앱티드,이십세기폭스코리아(주),전체관람가,9,142,499,810,https://ssl.pstatic.net/imgmovie/mdi/mit110/1460/146068_P02_155424.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146068,10
176,워터호스,111,20080320,미국,제이 러셀,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,14,143,500,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0658/F5877-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65877,8.13
177,원티드,110,20080626,미국,티무르 베크맘베토브,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,11,144,52,811,https://ssl.pstatic.net/imgmovie/mdi/mit110/1853/185376_P01_161233.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185376,0
178,강철중: 공공의 적 1-1,127,20080619,한국,강우석,(주)시네마서비스글로벌,15세이상관람가,4,1,155,812,https://ssl.pstatic.net/imgmovie/mdi/mit110/0682/F8217-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68217,8.53
179,크로싱,112,20080626,한국,김태균,(주)캠프비,12세이상관람가,4,145,501,813,https://ssl.pstatic.net/imgmovie/mdi/mit110/1795/179540_P01_143111.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179540,0
180,쿵푸 팬더,92,20080605,미국,마크 오스본,씨제이엔터테인먼트,전체관람가,12,146,502,71,https://ssl.pstatic.net/imgmovie/mdi/mit110/0976/97692_P29_155613.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97692,8.62
181,섹스 앤 더 시티,143,20080605,미국,마이클 패트릭 킹,에스케이텔레콤(주),청소년관람불가,5,147,503,814,https://ssl.pstatic.net/imgmovie/mdi/mit110/0530/53084_P67_114529.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53084,7.75
182,인크레더블 헐크,113,20080612,미국,루이스 리테리어,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,13,148,504,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0625/F2560-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62560,8.29
183,무림여대생,115,20080626,한국,곽재용,포도필름,15세이상관람가,5,149,505,815,https://ssl.pstatic.net/imgmovie/mdi/mit110/0456/D5668-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45668,4.77
184,겟 스마트,110,20080619,미국,피터 시걸,워너브러더스 코리아(주),12세이상관람가,8,150,321,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73550,10
185,21,122,20080619,미국,로버트 루케틱,한국소니픽쳐스릴리징브에나비스타영화㈜,15세이상관람가,8,151,456,816,https://ssl.pstatic.net/imgmovie/mdi/mit110/1760/176092_P01_173607.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176092,0
186,걸스카우트,99,20080605,한국,김상만,(주)보경사,15세이상관람가,4,152,7,664,https://ssl.pstatic.net/imgmovie/mdi/mit110/0660/F6025-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66025,5.91
187,맘마미아!,108,20080903,미국,필리다 로이드,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,5,153,197,217,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,8.97
188,트럭,96,20080925,한국,권형진,(주)싸이더스,청소년관람불가,8,154,506,817,https://ssl.pstatic.net/imgmovie/mdi/mit110/1698/169844_P01_174444.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169844,0
189,신기전,134,20080904,한국,김유진,(주)시네마서비스글로벌,15세이상관람가,9,155,507,345,https://ssl.pstatic.net/imgmovie/mdi/mit110/0638/F3824-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=63824,8.29
190,멋진 하루,123,20080925,한국,이윤기,(주)스폰지이엔티,12세이상관람가,4,19,122,818,https://ssl.pstatic.net/imgmovie/mdi/mit110/1656/165697_P01_170113.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165697,0
191,영화는 영화다,112,20080911,한국,장훈,(주)김기덕 필름,청소년관람불가,13,156,251,819,https://ssl.pstatic.net/imgmovie/mdi/mit110/1832/183275_P14_113806.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183275,10
192,고고 70,118,20081003,한국,최호,(주)보경사,15세이상관람가,4,157,98,149,https://ssl.pstatic.net/imgmovie/mdi/mit110/0692/F9299-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69299,8
193,헬보이 2 : 골든 아미,119,20080925,미국,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,18,158,508,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0652/F5213-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65213,8
194,울학교 이티,120,20080911,한국,박광춘,㈜커리지필름,15세이상관람가,4,159,509,820,https://ssl.pstatic.net/imgmovie/mdi/mit110/0699/F9917-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69917,9
195,인 블룸,90,20080925,미국,바딤 피얼먼,㈜케이디미디어,청소년관람불가,11,160,510,,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=184182,0
196,미러,111,20080918,미국,알렉산더 아야,이십세기폭스코리아(주),청소년관람불가,2,161,511,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1830/183088_P01_152029.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183088,0
197,쌍화점,133,20081230,한국,유하,오퍼스픽쳐스(유),청소년관람불가,4,90,123,493,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/D5232-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45232,7.23
198,과속스캔들,108,20081203,한국,강형철,(주)토일렛픽쳐스,12세이상관람가,16,162,328,821,https://ssl.pstatic.net/imgmovie/mdi/mit110/1486/148645_P01_162721.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=148645,3.5
199,볼트,96,20081231,미국,크리스 윌리엄스,한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,12,163,512,822,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163827_P02_105432.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163827,5.83
200,지구가 멈추는 날,106,20081224,미국,스콧 데릭슨,이십세기폭스코리아(주),12세이상관람가,18,164,513,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0892/89228_P11_193127.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89228,4.21
201,잃어버린 세계를 찾아서,92,20081217,미국,에릭 브리빅,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,18,165,514,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0810/81010_P22_120221.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=81010,7.11
202,벼랑 위의 포뇨,100,20081217,일본,미야자키 하야오,(주)쇼박스,전체관람가,12,166,515,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0664/F6464-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66464,8.21
203,예스맨,104,20081217,미국,페이튼 리드,워너브러더스 코리아(주),15세이상관람가,16,79,516,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1298/129847_P02_142714.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129847,10
204,트와일라잇,121,20081210,미국,캐서린 하드윅,판씨네마(주),12세이상관람가,13,167,517,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1838/183826_P01_114006.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183826,5
205,트랜스포터-라스트 미션,103,20090108,프랑스,올리비에 메가턴,TF1 필름 프로덕션,15세이상관람가,13,168,518,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0494/D9475-01.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49475,7.6
206,오스트레일리아,166,20081210,미국,바즈 루어만,이십세기폭스코리아(주),12세이상관람가,9,91,34,,https://ssl.pstatic.net/imgmovie/mdi/mit110/1719/171907_P01_170652.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171907,0
207,슬럼독 밀리어네어,120,20090319,영국,대니 보일,씨제이엔터테인먼트,15세이상관람가,4,169,519,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0664/66440_P69_095912.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66440,8.83
208,더 리더: 책 읽어주는 남자,123,20090326,미국,스티븐 달드리,미라지 엔터프라이즈,청소년관람불가,4,170,469,823,https://ssl.pstatic.net/imgmovie/mdi/mit110/0452/45298_P32_110149.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=45298,8.96
209,실종,98,20090319,한국,김성홍,활동사진,청소년관람불가,8,171,520,824,,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174017,0
210,쇼퍼홀릭,105,20090326,미국,P.J. 호건,터치스톤 픽쳐스,12세이상관람가,16,172,521,825,https://ssl.pstatic.net/imgmovie/mdi/mit110/0449/D4922-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44922,7.08
211,푸시,111,20090319,미국,폴 맥기건,서미트 엔터티인먼트,15세이상관람가,18,173,308,498,https://ssl.pstatic.net/imgmovie/mdi/mit110/1568/156885_P01_152126.png,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156885,10
212,카오스,105,20090326,영국,토니 기글리오,(주)싸이더스,15세이상관람가,13,168,228,42,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163811_P01_113627.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163811,10
213,기프트,105,20090326,미국,그렉 마크스,(주)성원아이컴,15세이상관람가,13,174,522,826,https://ssl.pstatic.net/imgmovie/mdi/mit110/1835/183574_P01_112118.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=183574,0
214,슬픔보다 더 슬픈 이야기,105,20090311,한국,원태연,(주)코어콘텐츠미디어,15세이상관람가,5,78,523,29,https://ssl.pstatic.net/imgmovie/mdi/mit110/0517/E1781-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51781,8.37
215,워낭소리,77,20090115,한국,이충렬,스튜디오느림보,전체관람가,3,175,524,827,https://ssl.pstatic.net/imgmovie/mdi/mit110/0508/E0869-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50869,8.68
216,그랜 토리노,116,20090319,미국,클린트 이스트우드,워너브러더스 코리아(주),12세이상관람가,4,176,525,828,https://ssl.pstatic.net/imgmovie/mdi/mit110/0514/E1462-00.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51462,9.22
217,트랜스포머: 패자의 역습,149,20090624,미국,마이클 베이,드림웍스 SKG,12세이상관람가,18,118,479,,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/68052_P01_104107.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68052,8.11
